fishing,length_size_bin,month,n_s1_detections,n_s1_detections_unmatched,length_bin_min,length_bin_max
TRUE,1,2021-10-01T00:00:00Z,167651,118451,0,25
TRUE,2,2021-10-01T00:00:00Z,71807,35828,25,50
TRUE,3,2021-10-01T00:00:00Z,13461,3403,50,75
TRUE,4,2021-10-01T00:00:00Z,2503,388,75,100
TRUE,5,2021-10-01T00:00:00Z,293,29,100,Inf
FALSE,1,2021-11-01T00:00:00Z,7276,6297,0,25
FALSE,2,2021-11-01T00:00:00Z,9821,5966,25,50
FALSE,3,2021-11-01T00:00:00Z,24240,9393,50,75
FALSE,4,2021-11-01T00:00:00Z,26662,8324,75,100
FALSE,5,2021-11-01T00:00:00Z,17076,4608,100,125
FALSE,6,2021-11-01T00:00:00Z,15979,4051,125,150
FALSE,7,2021-11-01T00:00:00Z,17117,3619,150,175
FALSE,8,2021-11-01T00:00:00Z,16288,3143,175,200
FALSE,9,2021-11-01T00:00:00Z,9820,1931,200,225
FALSE,10,2021-11-01T00:00:00Z,22206,4997,225,Inf
TRUE,1,2021-11-01T00:00:00Z,145870,116143,0,25
TRUE,2,2021-11-01T00:00:00Z,63699,38424,25,50
TRUE,3,2021-11-01T00:00:00Z,11928,3550,50,75
TRUE,4,2021-11-01T00:00:00Z,1943,292,75,100
TRUE,5,2021-11-01T00:00:00Z,237,29,100,Inf
FALSE,1,2021-12-01T00:00:00Z,5811,4672,0,25
FALSE,2,2021-12-01T00:00:00Z,9438,5192,25,50
FALSE,3,2021-12-01T00:00:00Z,22704,7416,50,75
FALSE,4,2021-12-01T00:00:00Z,23833,5884,75,100
FALSE,5,2021-12-01T00:00:00Z,15403,3049,100,125
FALSE,6,2021-12-01T00:00:00Z,14210,2481,125,150
FALSE,7,2021-12-01T00:00:00Z,15273,2321,150,175
FALSE,8,2021-12-01T00:00:00Z,15289,2143,175,200
FALSE,9,2021-12-01T00:00:00Z,9242,1320,200,225
FALSE,10,2021-12-01T00:00:00Z,20892,3430,225,Inf
TRUE,1,2021-12-01T00:00:00Z,120150,82257,0,25
TRUE,2,2021-12-01T00:00:00Z,56676,25142,25,50
TRUE,3,2021-12-01T00:00:00Z,9812,2308,50,75
TRUE,4,2021-12-01T00:00:00Z,1475,196,75,100
TRUE,5,2021-12-01T00:00:00Z,135,12,100,Inf
FALSE,1,2022-01-01T00:00:00Z,5025,4235,0,25
FALSE,2,2022-01-01T00:00:00Z,7669,4433,25,50
FALSE,3,2022-01-01T00:00:00Z,14438,5206,50,75
FALSE,4,2022-01-01T00:00:00Z,14456,3979,75,100
FALSE,5,2022-01-01T00:00:00Z,9445,2129,100,125
FALSE,6,2022-01-01T00:00:00Z,8673,1638,125,150
FALSE,7,2022-01-01T00:00:00Z,10107,1615,150,175
FALSE,8,2022-01-01T00:00:00Z,10279,1382,175,200
FALSE,9,2022-01-01T00:00:00Z,6154,855,200,225
FALSE,10,2022-01-01T00:00:00Z,14073,2308,225,Inf
TRUE,1,2022-01-01T00:00:00Z,76418,58068,0,25
TRUE,2,2022-01-01T00:00:00Z,29634,13914,25,50
TRUE,3,2022-01-01T00:00:00Z,5591,1240,50,75
TRUE,4,2022-01-01T00:00:00Z,892,127,75,100
TRUE,5,2022-01-01T00:00:00Z,78,6,100,Inf
FALSE,1,2022-02-01T00:00:00Z,4681,3990,0,25
FALSE,2,2022-02-01T00:00:00Z,7205,4026,25,50
FALSE,3,2022-02-01T00:00:00Z,13446,5010,50,75
FALSE,4,2022-02-01T00:00:00Z,13603,3889,75,100
FALSE,5,2022-02-01T00:00:00Z,8645,1874,100,125
FALSE,6,2022-02-01T00:00:00Z,7983,1435,125,150
FALSE,7,2022-02-01T00:00:00Z,9446,1466,150,175
FALSE,8,2022-02-01T00:00:00Z,9421,1252,175,200
FALSE,9,2022-02-01T00:00:00Z,5751,756,200,225
FALSE,10,2022-02-01T00:00:00Z,13455,2202,225,Inf
TRUE,1,2022-02-01T00:00:00Z,68707,52585,0,25
TRUE,2,2022-02-01T00:00:00Z,26978,12195,25,50
TRUE,3,2022-02-01T00:00:00Z,5600,1184,50,75
TRUE,4,2022-02-01T00:00:00Z,878,143,75,100
TRUE,5,2022-02-01T00:00:00Z,75,12,100,Inf
FALSE,1,2022-03-01T00:00:00Z,5612,4813,0,25
FALSE,2,2022-03-01T00:00:00Z,8302,4821,25,50
FALSE,3,2022-03-01T00:00:00Z,15362,5678,50,75
FALSE,4,2022-03-01T00:00:00Z,15999,4354,75,100
FALSE,5,2022-03-01T00:00:00Z,10427,2364,100,125
FALSE,6,2022-03-01T00:00:00Z,9325,1721,125,150
FALSE,7,2022-03-01T00:00:00Z,10332,1487,150,175
FALSE,8,2022-03-01T00:00:00Z,10798,1461,175,200
FALSE,9,2022-03-01T00:00:00Z,6495,891,200,225
FALSE,10,2022-03-01T00:00:00Z,14951,2341,225,Inf
TRUE,1,2022-03-01T00:00:00Z,87723,65791,0,25
TRUE,2,2022-03-01T00:00:00Z,32188,15053,25,50
TRUE,3,2022-03-01T00:00:00Z,6433,1536,50,75
TRUE,4,2022-03-01T00:00:00Z,1186,193,75,100
TRUE,5,2022-03-01T00:00:00Z,125,27,100,Inf
FALSE,1,2022-04-01T00:00:00Z,4360,3743,0,25
FALSE,2,2022-04-01T00:00:00Z,7882,4315,25,50
FALSE,3,2022-04-01T00:00:00Z,15094,5275,50,75
FALSE,4,2022-04-01T00:00:00Z,15884,4284,75,100
FALSE,5,2022-04-01T00:00:00Z,10561,2268,100,125
FALSE,6,2022-04-01T00:00:00Z,9707,1766,125,150
FALSE,7,2022-04-01T00:00:00Z,10505,1440,150,175
FALSE,8,2022-04-01T00:00:00Z,10656,1453,175,200
FALSE,9,2022-04-01T00:00:00Z,6626,860,200,225
FALSE,10,2022-04-01T00:00:00Z,14975,2401,225,Inf
TRUE,1,2022-04-01T00:00:00Z,84891,59955,0,25
TRUE,2,2022-04-01T00:00:00Z,33200,15188,25,50
TRUE,3,2022-04-01T00:00:00Z,6068,1490,50,75
TRUE,4,2022-04-01T00:00:00Z,1073,181,75,100
TRUE,5,2022-04-01T00:00:00Z,122,14,100,Inf
FALSE,1,2022-05-01T00:00:00Z,3371,2820,0,25
FALSE,2,2022-05-01T00:00:00Z,6871,3706,25,50
FALSE,3,2022-05-01T00:00:00Z,13810,4659,50,75
FALSE,4,2022-05-01T00:00:00Z,15400,3847,75,100
FALSE,5,2022-05-01T00:00:00Z,10348,2192,100,125
FALSE,6,2022-05-01T00:00:00Z,9476,1718,125,150
FALSE,7,2022-05-01T00:00:00Z,10250,1594,150,175
FALSE,8,2022-05-01T00:00:00Z,10426,1492,175,200
FALSE,9,2022-05-01T00:00:00Z,6274,792,200,225
FALSE,10,2022-05-01T00:00:00Z,14465,2440,225,Inf
TRUE,1,2022-05-01T00:00:00Z,72020,51150,0,25
TRUE,2,2022-05-01T00:00:00Z,27753,12425,25,50
TRUE,3,2022-05-01T00:00:00Z,5902,1490,50,75
TRUE,4,2022-05-01T00:00:00Z,1162,173,75,100
TRUE,5,2022-05-01T00:00:00Z,139,22,100,Inf
FALSE,1,2022-06-01T00:00:00Z,4338,3816,0,25
FALSE,2,2022-06-01T00:00:00Z,7197,3821,25,50
FALSE,3,2022-06-01T00:00:00Z,13625,4463,50,75
FALSE,4,2022-06-01T00:00:00Z,15014,3658,75,100
FALSE,5,2022-06-01T00:00:00Z,10273,2103,100,125
FALSE,6,2022-06-01T00:00:00Z,9760,1714,125,150
FALSE,7,2022-06-01T00:00:00Z,10395,1526,150,175
FALSE,8,2022-06-01T00:00:00Z,10320,1363,175,200
FALSE,9,2022-06-01T00:00:00Z,6224,815,200,225
FALSE,10,2022-06-01T00:00:00Z,14723,2308,225,Inf
TRUE,1,2022-06-01T00:00:00Z,74791,52085,0,25
TRUE,2,2022-06-01T00:00:00Z,27183,11603,25,50
TRUE,3,2022-06-01T00:00:00Z,5982,1431,50,75
TRUE,4,2022-06-01T00:00:00Z,1254,194,75,100
TRUE,5,2022-06-01T00:00:00Z,140,15,100,Inf
FALSE,1,2022-07-01T00:00:00Z,3328,2888,0,25
FALSE,2,2022-07-01T00:00:00Z,6369,3308,25,50
FALSE,3,2022-07-01T00:00:00Z,12653,4063,50,75
FALSE,4,2022-07-01T00:00:00Z,14019,3340,75,100
FALSE,5,2022-07-01T00:00:00Z,9718,1953,100,125
FALSE,6,2022-07-01T00:00:00Z,9159,1627,125,150
FALSE,7,2022-07-01T00:00:00Z,9962,1527,150,175
FALSE,8,2022-07-01T00:00:00Z,9700,1308,175,200
FALSE,9,2022-07-01T00:00:00Z,5886,793,200,225
FALSE,10,2022-07-01T00:00:00Z,13544,2174,225,Inf
TRUE,1,2022-07-01T00:00:00Z,67873,45571,0,25
TRUE,2,2022-07-01T00:00:00Z,25020,10573,25,50
TRUE,3,2022-07-01T00:00:00Z,5281,1237,50,75
TRUE,4,2022-07-01T00:00:00Z,1222,178,75,100
TRUE,5,2022-07-01T00:00:00Z,177,16,100,Inf
FALSE,1,2022-08-01T00:00:00Z,4489,3885,0,25
FALSE,2,2022-08-01T00:00:00Z,8272,4513,25,50
FALSE,3,2022-08-01T00:00:00Z,14923,5103,50,75
FALSE,4,2022-08-01T00:00:00Z,15712,4024,75,100
FALSE,5,2022-08-01T00:00:00Z,10624,2227,100,125
FALSE,6,2022-08-01T00:00:00Z,9808,1698,125,150
FALSE,7,2022-08-01T00:00:00Z,10953,1604,150,175
FALSE,8,2022-08-01T00:00:00Z,10887,1515,175,200
FALSE,9,2022-08-01T00:00:00Z,6419,854,200,225
FALSE,10,2022-08-01T00:00:00Z,15203,2357,225,Inf
TRUE,1,2022-08-01T00:00:00Z,92927,63169,0,25
TRUE,2,2022-08-01T00:00:00Z,35461,15915,25,50
TRUE,3,2022-08-01T00:00:00Z,6339,1462,50,75
TRUE,4,2022-08-01T00:00:00Z,1369,195,75,100
TRUE,5,2022-08-01T00:00:00Z,206,31,100,Inf
FALSE,1,2022-09-01T00:00:00Z,4679,4079,0,25
FALSE,2,2022-09-01T00:00:00Z,8045,4446,25,50
FALSE,3,2022-09-01T00:00:00Z,15677,5501,50,75
FALSE,4,2022-09-01T00:00:00Z,16335,4300,75,100
FALSE,5,2022-09-01T00:00:00Z,10498,2183,100,125
FALSE,6,2022-09-01T00:00:00Z,9966,1762,125,150
FALSE,7,2022-09-01T00:00:00Z,11147,1664,150,175
FALSE,8,2022-09-01T00:00:00Z,11074,1513,175,200
FALSE,9,2022-09-01T00:00:00Z,6555,834,200,225
FALSE,10,2022-09-01T00:00:00Z,15136,2352,225,Inf
TRUE,1,2022-09-01T00:00:00Z,94698,64831,0,25
TRUE,2,2022-09-01T00:00:00Z,38251,17027,25,50
TRUE,3,2022-09-01T00:00:00Z,6505,1517,50,75
TRUE,4,2022-09-01T00:00:00Z,1326,173,75,100
TRUE,5,2022-09-01T00:00:00Z,144,26,100,Inf
FALSE,1,2022-10-01T00:00:00Z,5622,4901,0,25
FALSE,2,2022-10-01T00:00:00Z,8348,4667,25,50
FALSE,3,2022-10-01T00:00:00Z,15334,5255,50,75
FALSE,4,2022-10-01T00:00:00Z,16117,4187,75,100
FALSE,5,2022-10-01T00:00:00Z,10800,2249,100,125
FALSE,6,2022-10-01T00:00:00Z,9759,1702,125,150
FALSE,7,2022-10-01T00:00:00Z,11121,1638,150,175
FALSE,8,2022-10-01T00:00:00Z,10976,1501,175,200
FALSE,9,2022-10-01T00:00:00Z,6646,854,200,225
FALSE,10,2022-10-01T00:00:00Z,15175,2399,225,Inf
TRUE,1,2022-10-01T00:00:00Z,100291,70886,0,25
TRUE,2,2022-10-01T00:00:00Z,39750,18030,25,50
TRUE,3,2022-10-01T00:00:00Z,6610,1563,50,75
TRUE,4,2022-10-01T00:00:00Z,1233,176,75,100
TRUE,5,2022-10-01T00:00:00Z,107,12,100,Inf
FALSE,1,2022-11-01T00:00:00Z,5962,5216,0,25
FALSE,2,2022-11-01T00:00:00Z,8556,4905,25,50
FALSE,3,2022-11-01T00:00:00Z,16142,5515,50,75
FALSE,4,2022-11-01T00:00:00Z,16816,4322,75,100
FALSE,5,2022-11-01T00:00:00Z,11046,2297,100,125
FALSE,6,2022-11-01T00:00:00Z,10038,1829,125,150
FALSE,7,2022-11-01T00:00:00Z,11675,1698,150,175
FALSE,8,2022-11-01T00:00:00Z,11398,1522,175,200
FALSE,9,2022-11-01T00:00:00Z,6832,866,200,225
FALSE,10,2022-11-01T00:00:00Z,15561,2422,225,Inf
TRUE,1,2022-11-01T00:00:00Z,99377,70694,0,25
TRUE,2,2022-11-01T00:00:00Z,40676,18461,25,50
TRUE,3,2022-11-01T00:00:00Z,6728,1680,50,75
TRUE,4,2022-11-01T00:00:00Z,1113,176,75,100
TRUE,5,2022-11-01T00:00:00Z,111,12,100,Inf
FALSE,1,2022-12-01T00:00:00Z,5144,4399,0,25
FALSE,2,2022-12-01T00:00:00Z,7985,4324,25,50
FALSE,3,2022-12-01T00:00:00Z,15199,5242,50,75
FALSE,4,2022-12-01T00:00:00Z,15954,4132,75,100
FALSE,5,2022-12-01T00:00:00Z,10372,2154,100,125
FALSE,6,2022-12-01T00:00:00Z,10092,1738,125,150
FALSE,7,2022-12-01T00:00:00Z,11535,1732,150,175
FALSE,8,2022-12-01T00:00:00Z,11689,1531,175,200
FALSE,9,2022-12-01T00:00:00Z,7080,886,200,225
FALSE,10,2022-12-01T00:00:00Z,15464,2299,225,Inf
TRUE,1,2022-12-01T00:00:00Z,76792,57508,0,25
TRUE,2,2022-12-01T00:00:00Z,29737,13773,25,50
TRUE,3,2022-12-01T00:00:00Z,6054,1444,50,75
TRUE,4,2022-12-01T00:00:00Z,993,140,75,100
TRUE,5,2022-12-01T00:00:00Z,104,10,100,Inf
FALSE,1,2023-01-01T00:00:00Z,4468,3759,0,25
FALSE,2,2023-01-01T00:00:00Z,7672,4086,25,50
FALSE,3,2023-01-01T00:00:00Z,14492,4802,50,75
FALSE,4,2023-01-01T00:00:00Z,14797,3822,75,100
FALSE,5,2023-01-01T00:00:00Z,9752,2025,100,125
FALSE,6,2023-01-01T00:00:00Z,9554,1583,125,150
FALSE,7,2023-01-01T00:00:00Z,11170,1578,150,175
FALSE,8,2023-01-01T00:00:00Z,11604,1522,175,200
FALSE,9,2023-01-01T00:00:00Z,7145,936,200,225
FALSE,10,2023-01-01T00:00:00Z,15929,2421,225,Inf
TRUE,1,2023-01-01T00:00:00Z,68034,51047,0,25
TRUE,2,2023-01-01T00:00:00Z,27201,12284,25,50
TRUE,3,2023-01-01T00:00:00Z,5939,1292,50,75
TRUE,4,2023-01-01T00:00:00Z,1033,153,75,100
TRUE,5,2023-01-01T00:00:00Z,105,10,100,Inf
FALSE,1,2023-02-01T00:00:00Z,3731,3128,0,25
FALSE,2,2023-02-01T00:00:00Z,6308,3357,25,50
FALSE,3,2023-02-01T00:00:00Z,12220,4115,50,75
FALSE,4,2023-02-01T00:00:00Z,12692,3144,75,100
FALSE,5,2023-02-01T00:00:00Z,8375,1752,100,125
FALSE,6,2023-02-01T00:00:00Z,8172,1456,125,150
FALSE,7,2023-02-01T00:00:00Z,9507,1339,150,175
FALSE,8,2023-02-01T00:00:00Z,9718,1274,175,200
FALSE,9,2023-02-01T00:00:00Z,5912,747,200,225
FALSE,10,2023-02-01T00:00:00Z,13173,1978,225,Inf
TRUE,1,2023-02-01T00:00:00Z,65448,47734,0,25
TRUE,2,2023-02-01T00:00:00Z,25169,11119,25,50
TRUE,3,2023-02-01T00:00:00Z,5097,1046,50,75
TRUE,4,2023-02-01T00:00:00Z,840,123,75,100
TRUE,5,2023-02-01T00:00:00Z,77,6,100,Inf
FALSE,1,2023-03-01T00:00:00Z,4986,4313,0,25
FALSE,2,2023-03-01T00:00:00Z,7904,4233,25,50
FALSE,3,2023-03-01T00:00:00Z,15146,5093,50,75
FALSE,4,2023-03-01T00:00:00Z,15708,3900,75,100
FALSE,5,2023-03-01T00:00:00Z,10627,2136,100,125
FALSE,6,2023-03-01T00:00:00Z,10036,1714,125,150
FALSE,7,2023-03-01T00:00:00Z,11348,1608,150,175
FALSE,8,2023-03-01T00:00:00Z,11575,1498,175,200
FALSE,9,2023-03-01T00:00:00Z,7075,891,200,225
FALSE,10,2023-03-01T00:00:00Z,15743,2381,225,Inf
TRUE,1,2023-03-01T00:00:00Z,89953,62815,0,25
TRUE,2,2023-03-01T00:00:00Z,34899,15163,25,50
TRUE,3,2023-03-01T00:00:00Z,6343,1379,50,75
TRUE,4,2023-03-01T00:00:00Z,1064,154,75,100
TRUE,5,2023-03-01T00:00:00Z,112,8,100,Inf
FALSE,1,2023-04-01T00:00:00Z,3445,2909,0,25
FALSE,2,2023-04-01T00:00:00Z,6469,3365,25,50
FALSE,3,2023-04-01T00:00:00Z,12862,4200,50,75
FALSE,4,2023-04-01T00:00:00Z,14033,3481,75,100
FALSE,5,2023-04-01T00:00:00Z,9293,1890,100,125
FALSE,6,2023-04-01T00:00:00Z,8920,1525,125,150
FALSE,7,2023-04-01T00:00:00Z,9977,1431,150,175
FALSE,8,2023-04-01T00:00:00Z,10002,1337,175,200
FALSE,9,2023-04-01T00:00:00Z,6135,791,200,225
FALSE,10,2023-04-01T00:00:00Z,13419,1992,225,Inf
TRUE,1,2023-04-01T00:00:00Z,79330,52862,0,25
TRUE,2,2023-04-01T00:00:00Z,32474,14398,25,50
TRUE,3,2023-04-01T00:00:00Z,5382,1286,50,75
TRUE,4,2023-04-01T00:00:00Z,1058,142,75,100
TRUE,5,2023-04-01T00:00:00Z,133,16,100,Inf
FALSE,1,2023-05-01T00:00:00Z,3527,2944,0,25
FALSE,2,2023-05-01T00:00:00Z,7030,3674,25,50
FALSE,3,2023-05-01T00:00:00Z,14314,4765,50,75
FALSE,4,2023-05-01T00:00:00Z,15184,3681,75,100
FALSE,5,2023-05-01T00:00:00Z,10585,2146,100,125
FALSE,6,2023-05-01T00:00:00Z,9785,1664,125,150
FALSE,7,2023-05-01T00:00:00Z,11117,1546,150,175
FALSE,8,2023-05-01T00:00:00Z,11416,1487,175,200
FALSE,9,2023-05-01T00:00:00Z,6839,810,200,225
FALSE,10,2023-05-01T00:00:00Z,15032,2331,225,Inf
TRUE,1,2023-05-01T00:00:00Z,74223,53163,0,25
TRUE,2,2023-05-01T00:00:00Z,27068,12158,25,50
TRUE,3,2023-05-01T00:00:00Z,5635,1301,50,75
TRUE,4,2023-05-01T00:00:00Z,1108,158,75,100
TRUE,5,2023-05-01T00:00:00Z,120,25,100,Inf
FALSE,1,2023-06-01T00:00:00Z,3446,2917,0,25
FALSE,2,2023-06-01T00:00:00Z,6925,3685,25,50
FALSE,3,2023-06-01T00:00:00Z,12980,4433,50,75
FALSE,4,2023-06-01T00:00:00Z,13832,3499,75,100
FALSE,5,2023-06-01T00:00:00Z,9389,1993,100,125
FALSE,6,2023-06-01T00:00:00Z,8927,1506,125,150
FALSE,7,2023-06-01T00:00:00Z,9798,1400,150,175
FALSE,8,2023-06-01T00:00:00Z,10134,1319,175,200
FALSE,9,2023-06-01T00:00:00Z,5740,727,200,225
FALSE,10,2023-06-01T00:00:00Z,13215,1998,225,Inf
TRUE,1,2023-06-01T00:00:00Z,65136,44607,0,25
TRUE,2,2023-06-01T00:00:00Z,23655,10284,25,50
TRUE,3,2023-06-01T00:00:00Z,4886,1144,50,75
TRUE,4,2023-06-01T00:00:00Z,920,154,75,100
TRUE,5,2023-06-01T00:00:00Z,117,19,100,Inf
FALSE,1,2023-07-01T00:00:00Z,3736,3080,0,25
FALSE,2,2023-07-01T00:00:00Z,7180,3657,25,50
FALSE,3,2023-07-01T00:00:00Z,13431,4349,50,75
FALSE,4,2023-07-01T00:00:00Z,14411,3644,75,100
FALSE,5,2023-07-01T00:00:00Z,10067,2141,100,125
FALSE,6,2023-07-01T00:00:00Z,9325,1635,125,150
FALSE,7,2023-07-01T00:00:00Z,10567,1495,150,175
FALSE,8,2023-07-01T00:00:00Z,10665,1475,175,200
FALSE,9,2023-07-01T00:00:00Z,6340,782,200,225
FALSE,10,2023-07-01T00:00:00Z,14387,2198,225,Inf
TRUE,1,2023-07-01T00:00:00Z,68820,47363,0,25
TRUE,2,2023-07-01T00:00:00Z,24747,10814,25,50
TRUE,3,2023-07-01T00:00:00Z,5122,1297,50,75
TRUE,4,2023-07-01T00:00:00Z,1001,175,75,100
TRUE,5,2023-07-01T00:00:00Z,179,17,100,Inf
FALSE,1,2023-08-01T00:00:00Z,3091,2541,0,25
FALSE,2,2023-08-01T00:00:00Z,7426,3869,25,50
FALSE,3,2023-08-01T00:00:00Z,12994,4295,50,75
FALSE,4,2023-08-01T00:00:00Z,15979,4048,75,100
FALSE,5,2023-08-01T00:00:00Z,12823,2718,100,125
FALSE,6,2023-08-01T00:00:00Z,11655,2138,125,150
FALSE,7,2023-08-01T00:00:00Z,11001,1663,150,175
FALSE,8,2023-08-01T00:00:00Z,12250,1563,175,200
FALSE,9,2023-08-01T00:00:00Z,7486,984,200,225
FALSE,10,2023-08-01T00:00:00Z,14574,2245,225,Inf
TRUE,1,2023-08-01T00:00:00Z,74761,47011,0,25
TRUE,2,2023-08-01T00:00:00Z,34138,14853,25,50
TRUE,3,2023-08-01T00:00:00Z,5372,1321,50,75
TRUE,4,2023-08-01T00:00:00Z,1312,172,75,100
TRUE,5,2023-08-01T00:00:00Z,224,22,100,Inf
FALSE,1,2023-09-01T00:00:00Z,3320,2720,0,25
FALSE,2,2023-09-01T00:00:00Z,7173,3571,25,50
FALSE,3,2023-09-01T00:00:00Z,13038,4416,50,75
FALSE,4,2023-09-01T00:00:00Z,16095,4060,75,100
FALSE,5,2023-09-01T00:00:00Z,13226,2779,100,125
FALSE,6,2023-09-01T00:00:00Z,12014,2122,125,150
FALSE,7,2023-09-01T00:00:00Z,10979,1613,150,175
FALSE,8,2023-09-01T00:00:00Z,12465,1649,175,200
FALSE,9,2023-09-01T00:00:00Z,7906,983,200,225
FALSE,10,2023-09-01T00:00:00Z,15127,2272,225,Inf
TRUE,1,2023-09-01T00:00:00Z,82820,51121,0,25
TRUE,2,2023-09-01T00:00:00Z,37123,15729,25,50
TRUE,3,2023-09-01T00:00:00Z,5759,1312,50,75
TRUE,4,2023-09-01T00:00:00Z,1402,182,75,100
TRUE,5,2023-09-01T00:00:00Z,221,28,100,Inf
FALSE,1,2023-10-01T00:00:00Z,6047,4054,0,25
FALSE,2,2023-10-01T00:00:00Z,7215,3508,25,50
FALSE,3,2023-10-01T00:00:00Z,9388,3163,50,75
FALSE,4,2023-10-01T00:00:00Z,11317,3003,75,100
FALSE,5,2023-10-01T00:00:00Z,9298,1978,100,125
FALSE,6,2023-10-01T00:00:00Z,8603,1624,125,150
FALSE,7,2023-10-01T00:00:00Z,7641,1174,150,175
FALSE,8,2023-10-01T00:00:00Z,8481,1110,175,200
FALSE,9,2023-10-01T00:00:00Z,5210,676,200,225
FALSE,10,2023-10-01T00:00:00Z,9796,1446,225,Inf
TRUE,1,2023-10-01T00:00:00Z,58077,36045,0,25
TRUE,2,2023-10-01T00:00:00Z,27527,11815,25,50
TRUE,3,2023-10-01T00:00:00Z,3584,895,50,75
TRUE,4,2023-10-01T00:00:00Z,776,107,75,100
TRUE,5,2023-10-01T00:00:00Z,108,14,100,Inf
FALSE,1,2023-11-01T00:00:00Z,12150,9146,0,25
FALSE,2,2023-11-01T00:00:00Z,10484,5272,25,50
FALSE,3,2023-11-01T00:00:00Z,12682,4309,50,75
FALSE,4,2023-11-01T00:00:00Z,15335,3987,75,100
FALSE,5,2023-11-01T00:00:00Z,12369,2681,100,125
FALSE,6,2023-11-01T00:00:00Z,11189,2072,125,150
FALSE,7,2023-11-01T00:00:00Z,10681,1617,150,175
FALSE,8,2023-11-01T00:00:00Z,12058,1625,175,200
FALSE,9,2023-11-01T00:00:00Z,7569,1002,200,225
FALSE,10,2023-11-01T00:00:00Z,13708,1980,225,Inf
TRUE,1,2023-11-01T00:00:00Z,58625,39049,0,25
TRUE,2,2023-11-01T00:00:00Z,28282,12587,25,50
TRUE,3,2023-11-01T00:00:00Z,4520,1126,50,75
TRUE,4,2023-11-01T00:00:00Z,889,121,75,100
TRUE,5,2023-11-01T00:00:00Z,142,15,100,Inf
FALSE,1,2023-12-01T00:00:00Z,4107,3412,0,25
FALSE,2,2023-12-01T00:00:00Z,6814,3494,25,50
FALSE,3,2023-12-01T00:00:00Z,12165,3941,50,75
FALSE,4,2023-12-01T00:00:00Z,15212,3747,75,100
FALSE,5,2023-12-01T00:00:00Z,12676,2553,100,125
FALSE,6,2023-12-01T00:00:00Z,11673,2164,125,150
FALSE,7,2023-12-01T00:00:00Z,11365,1733,150,175
FALSE,8,2023-12-01T00:00:00Z,12707,1684,175,200
FALSE,9,2023-12-01T00:00:00Z,7859,1031,200,225
FALSE,10,2023-12-01T00:00:00Z,14585,2145,225,Inf
TRUE,1,2023-12-01T00:00:00Z,62956,41490,0,25
TRUE,2,2023-12-01T00:00:00Z,30273,13298,25,50
TRUE,3,2023-12-01T00:00:00Z,4862,1154,50,75
TRUE,4,2023-12-01T00:00:00Z,894,155,75,100
TRUE,5,2023-12-01T00:00:00Z,114,21,100,Inf
FALSE,1,2024-01-01T00:00:00Z,3422,2822,0,25
FALSE,2,2024-01-01T00:00:00Z,6753,3435,25,50
FALSE,3,2024-01-01T00:00:00Z,12074,3829,50,75
FALSE,4,2024-01-01T00:00:00Z,14621,3499,75,100
FALSE,5,2024-01-01T00:00:00Z,12590,2567,100,125
FALSE,6,2024-01-01T00:00:00Z,11365,2036,125,150
FALSE,7,2024-01-01T00:00:00Z,11038,1616,150,175
FALSE,8,2024-01-01T00:00:00Z,12436,1584,175,200
FALSE,9,2024-01-01T00:00:00Z,7711,998,200,225
FALSE,10,2024-01-01T00:00:00Z,14025,2042,225,Inf
TRUE,1,2024-01-01T00:00:00Z,55680,38507,0,25
TRUE,2,2024-01-01T00:00:00Z,25131,11095,25,50
TRUE,3,2024-01-01T00:00:00Z,4910,1054,50,75
TRUE,4,2024-01-01T00:00:00Z,1098,148,75,100
TRUE,5,2024-01-01T00:00:00Z,125,18,100,Inf
FALSE,1,2024-02-01T00:00:00Z,3247,2737,0,25
FALSE,2,2024-02-01T00:00:00Z,5867,2999,25,50
FALSE,3,2024-02-01T00:00:00Z,10569,3383,50,75
FALSE,4,2024-02-01T00:00:00Z,13019,3174,75,100
FALSE,5,2024-02-01T00:00:00Z,10931,2270,100,125
FALSE,6,2024-02-01T00:00:00Z,10257,1802,125,150
FALSE,7,2024-02-01T00:00:00Z,9770,1427,150,175
FALSE,8,2024-02-01T00:00:00Z,10904,1416,175,200
FALSE,9,2024-02-01T00:00:00Z,6610,836,200,225
FALSE,10,2024-02-01T00:00:00Z,12309,1791,225,Inf
TRUE,1,2024-02-01T00:00:00Z,49861,34986,0,25
TRUE,2,2024-02-01T00:00:00Z,22777,9835,25,50
TRUE,3,2024-02-01T00:00:00Z,4820,1038,50,75
TRUE,4,2024-02-01T00:00:00Z,1075,125,75,100
TRUE,5,2024-02-01T00:00:00Z,145,10,100,Inf
FALSE,1,2024-03-01T00:00:00Z,3652,2985,0,25
FALSE,2,2024-03-01T00:00:00Z,7424,3817,25,50
FALSE,3,2024-03-01T00:00:00Z,12992,4078,50,75
FALSE,4,2024-03-01T00:00:00Z,15549,3819,75,100
FALSE,5,2024-03-01T00:00:00Z,13381,2789,100,125
FALSE,6,2024-03-01T00:00:00Z,12365,2317,125,150
FALSE,7,2024-03-01T00:00:00Z,11572,1746,150,175
FALSE,8,2024-03-01T00:00:00Z,12730,1739,175,200
FALSE,9,2024-03-01T00:00:00Z,7881,1037,200,225
FALSE,10,2024-03-01T00:00:00Z,14392,2120,225,Inf
TRUE,1,2024-03-01T00:00:00Z,69182,45167,0,25
