year,flag,receiver_type,emissions_co2_mt,n_distinct_ssvid
2023,PER,dynamic,136895.0515193883,351
2023,REU,satellite,34646.05236294753,88
2024,BGD,satellite,385124.1735020462,481
2024,EST,terrestrial,347639.24873469956,536
2023,MHL,unknown,108.66063021401848,273
2021,CHE,terrestrial,860425.859858861,860
2024,CMR,dynamic,643286.3192317035,423
2023,RUS,unknown,10.756825105798658,179
2019,COM,terrestrial,390512.5475529786,283
2017,FRO,satellite,273950.14980132016,217
2019,UKR,terrestrial,431708.53626937454,454
2017,FIN,terrestrial,2972262.1138254805,1313
2017,RUS,satellite,5006769.913577965,2882
2018,ATG,terrestrial,1364156.2510468743,432
2022,AND,dynamic,11789.835244507272,113
2019,VUT,terrestrial,332508.4360663815,386
2024,HRV,terrestrial,1798350.569508732,1588
2021,VUT,satellite,462812.00034076883,368
2024,ARE,satellite,111088.27180960531,799
2024,MEX,dynamic,457463.2797387494,559
2023,SLE,satellite,97663.9928953006,388
2021,IRQ,satellite,4185.276402900718,17
2022,TWN,satellite,1889637.2453444896,1355
2023,ECU,satellite,965178.1465246703,660
2023,POL,unknown,37.59962740985973,182
2018,ECU,satellite,579745.98458339,447
2022,VNM,satellite,394927.20298742404,1071
2017,NIU,satellite,21028.82925499987,71
2023,PLW,terrestrial,587675.6050263748,578
2023,MMR,dynamic,31314.14049296515,394
2021,MEX,terrestrial,383710.693920752,508
2017,PNG,terrestrial,68410.57875067671,93
2022,MRT,dynamic,11929.13245997876,41
2021,ZAF,dynamic,9022.34587569468,476
2020,URY,terrestrial,187921.9104925446,237
2018,QAT,terrestrial,564198.2999725371,835
2016,COL,terrestrial,89675.38578334845,169
2023,GIB,satellite,211746.36354911316,269
2022,ZAF,dynamic,126133.59086198072,767
2020,GEO,terrestrial,121938.06334466394,189
2016,ZAF,terrestrial,237709.60286176816,540
2020,MMR,terrestrial,31385.316316088545,123
2024,TGO,terrestrial,168352.96233738662,336
2022,BGR,dynamic,51698.61734504281,378
2022,NIU,satellite,22988.92068785332,75
2021,QAT,dynamic,32391.08874086935,425
2021,PHL,dynamic,75036.63298037229,696
2021,EST,dynamic,6916.286947900079,150
2024,GRL,dynamic,18780.739052971425,216
2018,TGO,terrestrial,434830.37558557664,402
2019,FIN,satellite,63755.408134811674,544
2017,KHM,terrestrial,24056.699448367126,69
2022,BGD,dynamic,467640.3858996782,158
2021,PLW,terrestrial,589976.6093989597,363
2024,SYC,satellite,69670.59209262856,123
2022,ISR,terrestrial,310253.869365383,309
2016,IRQ,terrestrial,11214.025519357758,40
2019,SJM,satellite,1777.542492799795,1
2023,CZE,dynamic,11721.331210700753,123
2022,MAC,terrestrial,25026.20640361494,71
2022,GLP,terrestrial,121790.50679582403,169
2017,ECU,satellite,454363.7318839041,383
2021,PRK,dynamic,2109.409493464307,42
2024,KNA,satellite,329707.0895521955,713
2023,COK,satellite,368182.6822408952,375
2021,MMR,terrestrial,55360.70766657328,234
2020,CMR,satellite,169436.92920098992,154
2023,MNG,dynamic,309893.20805514534,449
2023,AND,dynamic,24945.474357112304,156
2023,GMB,unknown,0.0031664815296144587,1
2017,LTU,terrestrial,340194.62127766083,134
2017,SRB,terrestrial,11914.960788954755,30
2016,IRL,satellite,57379.87947691768,281
2018,KNA,satellite,188134.6446885456,198
2018,SRB,satellite,29.20631761140943,19
2021,GIB,satellite,331429.52719876927,292
2024,TUV,dynamic,493169.1418507453,313
2023,TTO,dynamic,56930.39352542552,77
2022,FJI,terrestrial,20708.261525838865,100
2022,JEY,satellite,2383.2999517229064,13
2018,IMN,satellite,4738722.353049727,424
2023,FJI,satellite,81331.79034347287,87
2019,CMR,satellite,40319.94510749209,97
2023,GTM,satellite,4610.334786665681,9
2017,SYC,terrestrial,36918.1970585061,77
2017,URY,satellite,115588.92244004023,224
2021,GRL,terrestrial,64805.849458450946,128
2024,TZA,terrestrial,283913.0125721896,468
2018,ISR,satellite,151375.27874277413,77
2017,DZA,terrestrial,327469.8059808413,98
2023,SPM,dynamic,1316.9210239527627,35
2017,VGB,satellite,53100.65429144007,232
2021,TUN,terrestrial,171872.0420683628,121
2020,PRK,terrestrial,13809.77957488878,103
2024,GLP,dynamic,34941.69440790013,220
2021,PSE,terrestrial,2168.0002257150504,15
2020,PCN,terrestrial,7586.224827673673,43
2021,EGY,dynamic,18373.48663784663,145
2017,BRN,satellite,274781.37634834036,44
2023,MAC,dynamic,39308.19417751916,78
2018,SOM,satellite,6024.417199807542,20
2023,COL,dynamic,136290.1409957025,390
2017,THA,terrestrial,1273233.3229055249,779
2020,MUS,terrestrial,76060.61751100124,151
2024,MAR,satellite,139028.37429609906,225
2024,IMN,terrestrial,502660.58128716535,205
2023,ALB,satellite,14387.59570676612,67
2024,GIB,satellite,189237.52434721,416
2019,KIR,satellite,84474.12811267008,60
2018,KNA,terrestrial,326926.45170806616,229
2024,AND,satellite,2079.3600625839454,115
2016,GLP,satellite,2602.472366819939,39
2017,ARM,terrestrial,795.573943774924,10
2021,BTN,terrestrial,9140.194084939048,104
2021,KIR,terrestrial,97754.88610779405,89
2017,BGR,satellite,12018.4526000156,51
2023,NA,unknown,4.8156504519323695,16
2020,AZE,terrestrial,51289.927208438094,84
2022,FJI,satellite,88788.0756954461,90
2020,LVA,satellite,45581.16223998058,114
2021,JEY,terrestrial,23009.696864965972,16
2024,KWT,dynamic,1060668.612120083,1400
2016,SPM,satellite,1537.2462148248594,12
2022,NIU,dynamic,81614.94047830217,114
2024,GUY,dynamic,184801.74841884972,89
2022,ERI,terrestrial,5418.506019458096,16
2020,MDA,terrestrial,169171.28259343037,157
2017,PYF,terrestrial,13893.899819535885,39
2018,KIR,terrestrial,79364.28521369312,102
2021,MRT,satellite,28875.776173382586,35
2022,TUN,dynamic,89520.94110157041,112
2024,STP,dynamic,164502.36105635914,111
2017,NIU,terrestrial,64848.8165686529,97
2023,PRY,dynamic,12702.6769504691,107
2022,GHA,dynamic,25744.508749795375,81
2024,FSM,dynamic,9613.720464976368,62
2024,FJI,terrestrial,8676.369224218955,85
2024,SVK,terrestrial,140432.7436429099,186
2018,SHN,terrestrial,4924.276662403869,24
2024,DJI,dynamic,55106.92981405749,41
2021,FSM,satellite,80728.650014759,61
2023,HTI,dynamic,2435.6479577469286,70
2018,OMN,terrestrial,43696.46347099879,64
2023,PLW,dynamic,1298395.4940828022,614
2020,SVK,terrestrial,33427.481377535536,74
2023,MDV,satellite,26890.422813894278,38
2017,REU,satellite,10106.94519084985,48
2017,MOZ,satellite,39910.16687512622,22
2022,LTU,satellite,104263.10811563053,65
2023,MRT,terrestrial,2392.8667404743173,36
2016,BOL,satellite,8705.174666307576,24
2021,BES,dynamic,958.6203790729738,33
2018,CPV,satellite,37662.77468222762,33
2016,TTO,satellite,26636.879561023372,56
2017,PYF,satellite,14349.818547542114,30
2018,ZAF,terrestrial,287335.78149601683,628
2023,CIV,terrestrial,904.4920969102558,11
2019,STP,terrestrial,4853.757696782007,34
2024,MDA,terrestrial,5148.77715161039,32
2024,GNB,terrestrial,186894.4715522726,146
2018,GNQ,terrestrial,35254.58723972433,84
2019,AZE,satellite,1840.2614983316269,21
2022,STP,dynamic,28881.19788922949,36
2022,GNB,satellite,31296.40923298744,38
2021,STP,terrestrial,38579.436071533964,30
2018,SPM,terrestrial,9637.822456231512,21
2024,DJI,terrestrial,20427.756290562313,40
2021,GHA,terrestrial,4951.714656941529,49
2023,COG,dynamic,3579.306372190261,21
2019,MTQ,terrestrial,122671.89740227479,152
2019,SVN,satellite,143.8970449513674,11
2024,GUF,terrestrial,2565.944396266044,16
2020,BRN,terrestrial,122921.9368359542,55
2022,NPL,terrestrial,3166.5593674983243,6
2016,FLK,satellite,94390.67346597895,24
2022,MSR,dynamic,469.20589545106236,11
2023,BLZ,unknown,5.732094267902652,39
2021,GNQ,terrestrial,4483.299440050429,32
2024,GRD,satellite,8534.472302327607,15
2017,DZA,satellite,113348.28314031399,65
2017,MAC,terrestrial,14024.910009159046,28
2018,SLV,terrestrial,652.5055714159506,6
2022,TON,satellite,4971.36795860734,10
2022,SUR,dynamic,224.66007000967883,6
2017,TKM,satellite,222.61393820746133,1
2022,DMA,satellite,40950.6024890055,83
2017,GIN,terrestrial,3755.303442568222,10
2023,SJM,satellite,5125.208542317219,1
2019,GNB,satellite,31966.408749751135,16
2023,MDV,terrestrial,7734.173464049027,43
2023,NZL,unknown,3.6543880973358602,8
2023,SLV,dynamic,2070.758358471499,10
2019,CXR,terrestrial,975.1250775188778,11
2022,CIV,satellite,3078.0938565954766,11
2020,TZA,terrestrial,186346.9339946516,173
2020,HND,terrestrial,44641.77023688268,37
2019,SHN,satellite,6274.5014342038085,10
2024,ZWE,dynamic,144.46920458422653,6
2020,SYR,terrestrial,6842.976148139282,11
2019,ISL,satellite,762964.2992003373,1470
2017,FSM,terrestrial,68540.41987538603,163
2017,PRI,terrestrial,1109.8622094133068,8
2022,GTM,dynamic,3146.634572913504,17
2020,NIC,terrestrial,3160.827734586849,9
2023,CXR,terrestrial,129.28492982997506,4
2019,SPM,terrestrial,16382.579816357935,23
2021,NRU,terrestrial,10691.859702179387,31
2018,DJI,satellite,6318.802430544575,23
2017,BOL,terrestrial,4438.716357816919,25
2023,YEM,terrestrial,7276.268407609148,26
2021,ITA,satellite,2292077.9518961725,2490
2019,ABW,terrestrial,45.94431950783476,1
2024,LVA,dynamic,151494.00850032197,304
2018,SGP,satellite,27377008.74592488,4014
2021,MLT,dynamic,1136891.320342049,2229
2018,GRD,terrestrial,10014.156685874505,14
2023,TZA,unknown,4.940553176576224,23
2023,CAN,dynamic,1982752.902848306,7219
2019,SVK,satellite,225.51967676628024,25
2023,SLB,dynamic,1234.206581785373,16
2022,ERI,dynamic,6055.24029515946,18
2022,IRQ,satellite,1654.626933106898,17
2023,ZMB,terrestrial,782.0303797950761,7
2021,YEM,terrestrial,6739.137310005692,24
2021,TCD,satellite,645.6914864737677,3
2017,GNQ,satellite,8286.038616233742,16
2019,SUR,terrestrial,1621.6394238616858,10
2021,BFA,terrestrial,443.91875273750696,6
2019,BFA,terrestrial,1349.0944774381685,9
2022,ASM,terrestrial,8.060478980558672,2
2019,DOM,terrestrial,8325.574597140929,29
2017,FLK,terrestrial,18971.433331855573,29
2022,PRI,dynamic,198.1783162215844,5
2023,NOR,unknown,23.7081187887534,39
2023,WLF,dynamic,32832.92461582066,16
2016,TKM,satellite,726.0002988647909,2
2018,ETH,satellite,31850.001197984,11
2021,ATG,dynamic,72364.78197952302,295
2016,GGY,satellite,161.4275423472566,1
2022,NPL,dynamic,4545.850656344576,7
2023,GEO,unknown,2.9713640297955095,1
2021,YEM,dynamic,728.1035610705842,11
2018,MEX,terrestrial,504529.1636376074,511
2023,PSE,satellite,48.87047392068129,5
2017,AND,terrestrial,423.67074679789215,8
2016,SWZ,terrestrial,19.590671301580095,1
2017,SPM,terrestrial,7759.64064750024,14
2016,VGB,satellite,33944.62634169291,213
2019,CYM,satellite,2140238.719179277,1092
2017,SWZ,terrestrial,211.352397822225,5
2021,GBR,terrestrial,13040640.659664188,20758
2022,MCO,satellite,1314.9234219981975,10
2018,SSD,satellite,38.42150835907139,2
2016,MAC,terrestrial,10587.786386036363,20
2021,BMU,terrestrial,1860330.921768693,325
2023,TCA,terrestrial,214.01168686931385,8
2021,GHA,satellite,100456.84080015418,67
2023,CUW,unknown,0.3871965339893593,3
2016,SUR,terrestrial,1905.5117427566634,12
2023,JOR,dynamic,44747.095153368704,51
2017,VIR,terrestrial,0.20550190135249735,1
2023,AGO,satellite,113200.28706459419,85
2024,COD,dynamic,4344.52007396364,20
2021,REU,terrestrial,54834.536666972985,85
2020,MWI,terrestrial,1714.5162803496619,16
2022,SOM,terrestrial,2542.8147724532,73
2021,ASM,terrestrial,27.636428622081233,4
2024,ATF,terrestrial,1680.6167881948527,33
2021,PSE,satellite,35.11938737668043,2
2020,NRU,terrestrial,7233.192265420978,32
2017,JEY,satellite,3155.197488591816,12
2023,FIN,terrestrial,1749037.3490898933,2314
2022,PSE,terrestrial,423.45688074472787,15
2023,ASM,dynamic,1101.2138787962901,5
2022,TUR,dynamic,3449875.121139355,5711
2016,BTN,satellite,6.633032872570791,4
2022,ASM,dynamic,227.32551470389765,3
2016,RUS,satellite,3794956.783591479,2557
2021,SYC,dynamic,1047.765700476693,59
2018,MSR,satellite,2.736541039481348,3
2023,NCL,terrestrial,15756.084943824955,236
2019,TCA,terrestrial,1275.0509902930526,7
2019,IRL,satellite,92902.74251566183,377
2023,SYC,satellite,78025.53914394607,113
2024,PRK,satellite,14318.911162636847,238
2018,SDN,terrestrial,2126.1428337747043,3
2020,PCN,satellite,12.973290948166966,5
2018,LSO,satellite,0.0813362503875,1
2021,ALB,satellite,2624.34294865378,61
2023,CYP,unknown,38.353332598566666,100
2022,DIS,satellite,8388.934115609098,4
2017,NIC,terrestrial,1532.627856276965,7
2016,ASM,terrestrial,65.08237591521078,2
2024,MEX,terrestrial,90777.78271444449,524
2021,ZAF,satellite,379130.4898857248,707
2022,NRU,terrestrial,6266.297542048858,35
2020,LIE,terrestrial,773.5233036903409,13
2016,SVK,terrestrial,28886.69473650392,44
2021,TJK,satellite,30.91719807226292,2
2019,BEN,terrestrial,1616.7726303196948,11
2021,VCT,dynamic,54674.05108634058,651
2022,IND,dynamic,2975367.050688206,3035
2018,IRQ,terrestrial,11054.023957408228,48
2024,MNG,satellite,113656.06708705833,365
2024,JPN,dynamic,10765015.674703121,11266
2023,ERI,satellite,1095.3495824665572,2
2019,JAM,satellite,102597.28254792986,190
2021,AFG,dynamic,147.08216826332122,4
2020,GRD,terrestrial,7777.538288053715,13
2023,DOM,dynamic,7262.55961868312,44
2016,BLR,satellite,1141.0767233277816,2
2023,GGY,satellite,0.21360911537027633,1
2023,FJI,terrestrial,8234.235530587293,67
2021,LVA,terrestrial,309761.78417268745,246
2024,LAO,satellite,62.85226789168427,4
2018,KWT,satellite,468983.282295124,87
2017,NER,satellite,88.59701982157924,4
2024,TUN,satellite,30069.35315191944,114
2022,CIV,terrestrial,1772.701631828377,12
2019,JAM,terrestrial,531107.6271038023,257
2020,ANT,satellite,25452.28488626459,4
2024,KOR,terrestrial,4025982.5285162395,10525
2018,RWA,satellite,2.0714609061738867,1
2022,MWI,satellite,25.605010636670265,1
2020,SWE,terrestrial,6454073.911578531,6981
2024,CPV,satellite,64699.14358523878,37
2024,PNG,dynamic,33136.651549445334,150
2023,LVA,dynamic,151537.63729561228,267
2020,ROU,satellite,4870.330023123298,191
2021,IND,satellite,2158868.0005323826,2240
2024,COM,dynamic,985230.4223444185,543
2022,BLR,satellite,53.57150082766592,1
2024,PSE,dynamic,4427.6276848314365,25
2021,LCA,dynamic,33.939471951135154,3
2023,COG,satellite,3238.684119912413,8
2021,MDV,dynamic,749.0153424420575,24
2022,MSR,satellite,49.079461615171624,2
2022,TCA,satellite,10.370263506072261,1
2023,AZE,satellite,9515.869912190868,15
2021,KIR,dynamic,4855.632513054979,52
2021,NLD,terrestrial,19243530.484951347,17196
2024,LSO,terrestrial,2065.9171964170228,6
2021,TTO,dynamic,3646.4830852691807,56
2018,TON,satellite,19712.004735781684,8
2022,CUB,dynamic,62348.26047044729,81
2017,NCL,terrestrial,50391.882157216525,93
2024,BEL,satellite,971107.5094359503,3656
2021,GGY,terrestrial,2858.617476974334,1
2023,THA,terrestrial,654022.7759176438,1437
2021,GRC,dynamic,363797.5436074942,1191
2021,EST,terrestrial,640297.4296842796,457
2019,SLV,satellite,10247.382136040906,4
2024,GIN,dynamic,81296.54515566587,46
2021,RWA,terrestrial,21.311657990091405,3
2019,NOR,satellite,5835826.928495871,6150
2018,GHA,terrestrial,40136.45458265215,79
2016,PSE,terrestrial,1822.104831924244,6
2019,TKM,terrestrial,98.35065737898097,4
2017,AUS,terrestrial,3234843.8037385955,5058
2020,NGA,satellite,676839.6941254546,743
2020,GGY,terrestrial,1503.3928760382712,1
2022,GRL,dynamic,6078.3603600184915,133
2021,BOL,dynamic,458.54302510523956,14
2021,PSE,dynamic,810.0797494349108,7
2023,HKG,terrestrial,5449609.578036194,3281
2023,SAU,terrestrial,376804.5364641005,2120
2021,HTI,satellite,88.87736251817581,2
2024,KNA,terrestrial,489007.54296134395,701
2024,BRN,terrestrial,100196.07448997168,82
2024,MLI,dynamic,142.8162937050865,1
2019,IRN,terrestrial,1167410.3254946463,2339
2019,BLR,terrestrial,1408.4645976548156,4
2017,COD,terrestrial,24236.820092813854,78
2016,JPN,terrestrial,15781458.945017647,5149
2016,FIN,satellite,75460.8599564879,451
2023,MDA,terrestrial,9592.62571664954,35
2022,CAF,terrestrial,333.9689442909533,33
2021,GRD,dynamic,357.3023509947749,6
2019,MUS,terrestrial,82014.39802398739,151
2022,HKG,terrestrial,9671045.339183778,3663
2021,DNK,terrestrial,9185268.336351521,5925
2024,KHM,terrestrial,21637.285987566473,124
2021,OMN,dynamic,10361.54712800766,70
2019,BRA,satellite,1729005.691698861,1384
2016,DMA,terrestrial,229790.3942712729,105
2020,LKA,terrestrial,126546.00446242403,313
2023,SGP,unknown,14.807559916020407,55
2022,COM,terrestrial,276740.3876398543,320
2020,VCT,terrestrial,892968.944434161,838
2021,URY,satellite,121233.0630322396,202
2023,CUB,dynamic,86264.28474197436,82
2023,TWN,satellite,1817642.2872563389,1472
2023,SOM,dynamic,22642.82851641907,115
2022,THA,satellite,347434.2623086183,581
2022,GBR,dynamic,4126076.204233136,21681
2023,MNG,satellite,107823.72021488383,264
2024,ITA,satellite,1879230.9651582683,7125
2023,PRK,dynamic,67789.43190656978,311
2023,CUW,dynamic,323160.36967512686,44
2021,ESP,satellite,1779646.359682616,3448
2019,GNB,terrestrial,15888.494040868029,15
2022,STP,terrestrial,12000.630593620119,29
2023,KHM,dynamic,7124.539138756609,119
2024,BGD,dynamic,761414.6907937748,246
2023,BGD,unknown,0.4430479674862489,2
2024,CCK,dynamic,1205.1165221455371,8
2019,BEN,satellite,529.1527171486149,4
2016,CHN,satellite,4036675.61777465,7126
2023,NIU,satellite,23503.801412601235,64
2023,KWT,satellite,166805.99390159975,127
2019,ISL,terrestrial,566429.3062926974,1486
2016,PAK,satellite,48575.28010374122,14
2018,LVA,satellite,30033.31891848156,127
2021,ATG,satellite,1041246.9948196827,320
2019,ERI,satellite,0.01042747909617245,1
2020,SJM,satellite,5343.3866856907935,1
2018,VEN,satellite,246513.73406316276,215
2021,COG,satellite,2724.0755332598824,9
2023,PAN,satellite,38643058.033392616,7671
2021,BDI,terrestrial,18.89793831272061,1
2024,TZA,dynamic,441688.8746541123,481
2024,GBR,terrestrial,10621774.87709796,25686
2023,DEU,satellite,8956746.245768787,4009
2018,TWN,satellite,2554622.3049348206,1429
2022,HKG,satellite,25154838.442626145,2403
2021,MLT,terrestrial,18550286.035259444,4202
2017,MYS,terrestrial,1841461.9930384741,1955
2018,JPN,satellite,8500772.833574934,5307
2024,BEL,dynamic,1618931.6835004997,3747
2024,IND,dynamic,4341796.742831042,3275
2021,BRN,dynamic,19506.95284842113,43
2023,KEN,satellite,12946.680220472164,15
2020,SUR,satellite,1297.5878415940724,5
2023,PRK,satellite,14275.5566925396,162
2016,CUW,terrestrial,676338.1577029347,76
2023,ESP,unknown,229.1418266276263,756
2019,DOM,satellite,6890.273662161025,24
2020,ZMB,satellite,204.8287471654886,2
2024,PLW,dynamic,1549521.4071493826,736
2023,CHN,terrestrial,27316517.263663642,120317
2018,BIH,terrestrial,1632.3739284500407,10
2024,ATG,terrestrial,610319.4289455137,383
2022,GNQ,dynamic,23140.84089265252,57
2021,AIA,dynamic,329.68700936510186,6
2021,NIC,dynamic,228.67077725461672,5
2016,JPN,satellite,7617774.449991349,3910
2022,ATF,dynamic,19943.998496895016,51
2019,TON,satellite,18882.867357864216,11
2023,UNK,terrestrial,1625.5147380071066,3
2020,PNG,terrestrial,69475.27046338707,102
2020,NOR,terrestrial,16409569.694791706,11844
2017,GIB,satellite,616490.9023655461,297
2018,GNB,terrestrial,13878.578574112842,27
2018,BFA,satellite,519.7166675876982,19
2024,CCK,terrestrial,261.0637151887592,7
2024,PYF,dynamic,26469.405129676023,155
2018,CCK,terrestrial,80.20055378332519,5
2023,PCN,terrestrial,1216.5291802752445,32
2017,GHA,terrestrial,34286.297648043066,90
2024,MNE,dynamic,17033.397559016852,123
2021,VNM,dynamic,127876.68665993036,4644
2023,BHR,satellite,67646.76520410029,212
2018,SGP,terrestrial,20845955.22009161,5903
2016,ALB,satellite,4278.464830291478,26
2018,DMA,satellite,121407.93292386155,158
2021,GLP,terrestrial,105448.28591641253,150
2021,TGO,dynamic,26081.674462426534,275
2020,SAU,satellite,1465435.836436142,683
2022,HTI,satellite,0.3144727119702738,1
2023,MDG,satellite,28081.76224683104,39
2021,TCD,dynamic,5.948263005192255,1
2024,AUS,satellite,4850840.01353957,9832
2022,HTI,dynamic,1492.4744554360295,35
2022,ZAF,terrestrial,328488.4471434584,809
2017,ERI,satellite,363.1999237795497,1
2024,JEY,satellite,3361.4411343444676,16
2018,NGA,terrestrial,236339.4872326103,610
2023,IRN,dynamic,2187404.23690371,3439
2021,BHS,terrestrial,10370413.557571488,1447
2021,COD,dynamic,1094.357511087562,7
2023,CRI,satellite,9562.187134718995,10
2020,TKM,terrestrial,2927.737937594933,3
2017,NRU,terrestrial,1683.8283503095274,10
2020,HTI,satellite,945.8710751045442,3
2023,MNP,terrestrial,98.80477219023321,9
2020,GEO,satellite,44912.69939757636,62
2018,NIC,satellite,7247.260624333093,7
2022,SMR,dynamic,4063.6571744296098,34
2024,UKR,dynamic,10206.502465033704,124
2018,BRA,terrestrial,1264378.6181277847,1266
2021,TWN,terrestrial,2417196.5000614473,4579
2023,MAR,satellite,177312.96522830892,214
2016,BGD,terrestrial,85575.54833866807,57
2022,LBR,dynamic,37910410.323979065,5123
2019,JOR,satellite,13835.330965630685,40
2022,PAN,dynamic,39419184.19451995,7947
2022,VIR,satellite,3.714787083006006,1
2021,NPL,dynamic,738.5972558194177,6
2017,IRQ,satellite,465.0986072669241,16
2020,TWN,terrestrial,2157337.5569226276,3449
2024,ISR,satellite,29091.04800391099,292
2016,GBR,terrestrial,11403370.102699876,12752
2023,NLD,terrestrial,11606772.644891292,18400
2024,RUS,satellite,6512619.176760624,3729
2019,FIN,terrestrial,3182749.0335421385,1681
2021,RUS,satellite,6134678.312932639,3350
2018,USA,satellite,8777946.094602756,19301
2018,GBR,satellite,5544293.903561607,5318
2023,DEU,dynamic,12972582.56889586,16947
2016,CYP,terrestrial,5899476.964107116,1186
2016,BLZ,terrestrial,856686.9715678269,570
2024,NOR,dynamic,12347716.786234176,14996
2023,MLT,dynamic,18164983.158283472,4301
2023,LBR,dynamic,54643955.8551483,5894
2024,LBR,dynamic,52578458.71174304,6330
2022,LBR,satellite,40068129.46303631,4681
2016,VCT,satellite,604911.967585705,806
2020,USA,terrestrial,26919541.75782044,35205
2020,MHL,satellite,44882658.18757164,4159
2022,MHL,satellite,36299011.164936274,4678
2020,JPN,terrestrial,18490825.173905816,8164
2016,PAN,satellite,61487544.23533308,6907
2022,FRO,satellite,391367.84289378853,389
2022,PLW,terrestrial,479285.1370839033,481
2019,DNK,satellite,6434448.068172921,1187
2023,VGB,dynamic,204642.32308108624,607
2018,ITA,terrestrial,10193997.187454056,4378
2021,LUX,satellite,366286.04704437114,188
2019,JPN,satellite,8844152.387754148,5680
2017,KOR,terrestrial,6861682.480987987,5692
2023,KOR,terrestrial,2582860.413071147,8647
2021,JPN,dynamic,643701.8478805276,6631
2021,CAN,satellite,1955377.0399827028,5480
2019,ESP,terrestrial,4069543.780036406,6105
2020,PAN,satellite,57010587.716184355,6926
2018,HRV,terrestrial,1136638.3287431996,721
2023,RUS,terrestrial,2996818.3134948597,3888
2023,HRV,dynamic,474992.01092798193,1255
2022,NA,terrestrial,2405148.753252998,18204
2016,LBR,satellite,35469906.488614604,2969
2018,ESP,satellite,1546213.5221444063,2930
2019,KOR,satellite,2584692.5154262627,2505
2022,IMN,satellite,1651945.8429121296,245
2022,VGB,dynamic,131167.85891165066,557
2022,CAN,terrestrial,4414899.17465003,6949
2024,VGB,satellite,211309.35884729234,597
2024,KWT,terrestrial,169413.78285867826,1306
2021,BEL,dynamic,72721.2287501351,1144
2023,IDN,dynamic,6860002.49282073,13827
2020,THA,terrestrial,1467958.2081075097,938
2023,MLI,satellite,1.5329721466886355,1
2020,MEX,terrestrial,429512.11154809844,523
2018,PHL,terrestrial,1005967.2187797773,806
2022,ARE,satellite,52628.827582410144,579
2023,KNA,satellite,216179.89773223727,482
2024,CYP,terrestrial,3127041.7473241608,1428
2024,REU,dynamic,7508.016657947663,103
2017,NAM,terrestrial,65111.764399438456,85
2024,VGB,terrestrial,469368.7136807249,632
2021,ARG,satellite,1073552.0318641458,814
2024,CHL,dynamic,257430.05990158863,663
2022,BRA,dynamic,1199687.371943388,2005
2021,COL,terrestrial,217954.26331937133,299
2016,QAT,terrestrial,507360.9845208417,717
2021,CYM,dynamic,101367.76947309366,935
2024,IRL,dynamic,163728.81575446486,1118
2017,NGA,terrestrial,222502.94471640952,548
2019,GRL,terrestrial,48814.78640733762,85
2022,LBN,dynamic,51828.83312819983,57
2018,CYM,terrestrial,4241773.247007953,1396
2024,LTU,satellite,138830.6536918755,213
2019,FRO,terrestrial,708361.060445317,414
2017,SWE,satellite,404464.11632550124,759
2021,BLZ,satellite,495282.63003101404,499
2018,IMN,terrestrial,3010147.671260874,431
2018,ROU,terrestrial,194271.55310736818,305
2023,VUT,dynamic,366502.0140937871,461
2023,KIR,satellite,79066.58792686577,67
2021,MNE,terrestrial,39238.60826344956,90
2018,VEN,terrestrial,237981.33706136647,199
2024,BGR,dynamic,65200.09346553226,461
2022,MDG,terrestrial,10340.762614238796,45
2018,PER,terrestrial,136002.88268657593,200
2022,NZL,terrestrial,1165684.945044716,2116
2021,IRL,terrestrial,662515.3421325928,1045
2022,NCL,satellite,27647.495923208204,199
2021,BGR,dynamic,3052.814438143049,164
2020,SVK,satellite,563.0246404573256,31
2016,CYM,terrestrial,3615803.9880512166,1225
2016,LVA,terrestrial,250383.78419993253,190
2020,BRB,terrestrial,454190.2606320163,189
2023,GAB,dynamic,954331.0652372781,172
2017,BMU,terrestrial,2601374.65603693,334
2023,TUV,terrestrial,94313.69115139796,256
2016,COK,satellite,202966.4183597304,283
2022,PCN,dynamic,4685.028475268891,39
2016,DZA,satellite,63656.211760368875,56
2023,DMA,dynamic,134199.16336119064,153
2020,TZA,satellite,120093.95799842892,155
2022,PYF,satellite,67816.67968821901,100
2021,LKA,terrestrial,123009.16691663284,809
2020,NCL,satellite,22568.349283205607,124
2018,LUX,satellite,379901.6414182292,193
2020,BRB,satellite,397447.3580913305,175
2022,GAB,dynamic,296391.5535139706,105
2019,WLF,satellite,37414.67165991446,13
2019,ARG,satellite,910099.9950793043,730
2017,VUT,satellite,568941.6785266217,383
2024,IRQ,dynamic,30666.762164074236,45
2018,PER,satellite,289860.1987011571,195
2024,NAM,terrestrial,19007.174840686683,148
2021,MMR,dynamic,2548.4606711622837,136
2019,BTN,terrestrial,11283.72260903343,104
2024,SMR,satellite,62561.304985257535,223
2024,STP,satellite,45874.22498341231,104
2022,TUV,terrestrial,182428.19771408945,284
2023,JAM,terrestrial,434447.7188065306,324
2024,CMR,satellite,210325.59795406042,397
2022,JAM,dynamic,125666.07708104387,319
2018,DZA,terrestrial,296736.1973179002,123
2018,SYC,satellite,101786.89411066698,87
2023,MDV,dynamic,20196.21253159812,53
2017,MNP,satellite,2147.9350014637034,127
2022,SLE,terrestrial,283994.3201599816,467
2021,ROU,dynamic,4257.363953157104,209
2021,PAK,terrestrial,123106.59081129686,102
2023,NRU,satellite,50601.923711997835,40
