vessel_class,year,n_unique_vessels,n_pings,emissions_co2_mt,vessels_baseline,pings_baseline,emissions_baseline,baseline_year,vessels_change,pings_change,emissions_change
Cargo: ro ro,2024,4051,423279237,38320952.34706792,2601,113858054,36367137.91548898,2017,0.5574778931180315,2.7176047027819394,0.05372472357102365
Cargo: ro ro,2025,4300,489494571,41832971.940416336,2601,113858054,36367137.91548898,2017,0.6532103037293349,3.2991650902447356,0.1502959632850136
Fishing,2017,81195,683455455,28835407.77740915,81195,683455455,28835407.77740915,2017,0,0,0
Fishing,2018,89737,847571351,31526825.952819582,81195,683455455,28835407.77740915,2017,0.10520352238438324,0.2401266897489318,0.09333726771566586
Fishing,2019,94985,1046192177,33421050.490890536,81195,683455455,28835407.77740915,2017,0.1698380442145453,0.5307393764235886,0.15902819023332726
Fishing,2020,99058,1222353651,34140748.69805578,81195,683455455,28835407.77740915,2017,0.22000123160293117,0.7884905915338696,0.18398702600637584
Fishing,2021,106466,1511062764,36500437.16791431,81195,683455455,28835407.77740915,2017,0.31123837674733656,1.2109162388644625,0.265820044914026
Fishing,2022,112471,1748621173,47338765.588762924,81195,683455455,28835407.77740915,2017,0.3851961327667961,1.5585005726525365,0.6416887860295863
Fishing,2023,121866,2179406576,59162929.02072274,81195,683455455,28835407.77740915,2017,0.500905228154443,2.1888055908486383,1.0517458770627623
Fishing,2024,124182,2725019586,64284949.7767592,81195,683455455,28835407.77740915,2017,0.5294291520413819,2.98712098361992,1.2293754356795565
Fishing,2025,126595,3164431246,67117600.2005716,81195,683455455,28835407.77740915,2017,0.5591477307715993,3.630047536894705,1.3276105792807376
Other,2017,13653,388928185,24282583.367328975,13653,388928185,24282583.367328975,2017,0,0,0
Other,2018,14262,434056918,24808326.30334772,13653,388928185,24282583.367328975,2017,0.04460558119094715,0.11603358856597135,0.021651029796364574
Other,2019,14787,482441023,24845797.775577743,13653,388928185,24282583.367328975,2017,0.08305866842452203,0.24043728792759,0.02319417171265825
Other,2020,15115,584651281,24944474.074627005,13653,388928185,24282583.367328975,2017,0.10708269244854618,0.5032371104706643,0.027257837326672973
Other,2021,15307,719789495,25535550.841259677,13653,388928185,24282583.367328975,2017,0.12114553577968201,0.8507002648830915,0.05159943054561933
Other,2022,15858,894290431,26685503.54628102,13653,388928185,24282583.367328975,2017,0.16150296638101524,1.2993716204959536,0.0989565295669923
Other,2023,17520,1214040719,30225223.441321034,13653,388928185,24282583.367328975,2017,0.2832344539661613,2.1215035726968465,0.24472849466204605
Other,2024,18289,1522662355,33823379.33454904,13653,388928185,24282583.367328975,2017,0.3395590712663883,2.9150218825102634,0.3929069581639628
Other,2025,18682,1756212606,35150278.896478906,13653,388928185,24282583.367328975,2017,0.36834395370980744,3.515518992278742,0.4475510436740384
Passenger,2017,100688,1084872260,129039901.68398152,100688,1084872260,129039901.68398152,2017,0,0,0
Passenger,2018,117307,1234172468,145641128.4702955,100688,1084872260,129039901.68398152,2017,0.16505442555220085,0.13762008072729226,0.12865188650693749
Passenger,2019,133761,1495262963,162440640.49047157,100688,1084872260,129039901.68398152,2017,0.3284701255363103,0.3782848157625489,0.2588403925499603
Passenger,2020,141807,1670652999,154242125.10085675,100688,1084872260,129039901.68398152,2017,0.4083803432385189,0.5399536522392046,0.19530566195404764
Passenger,2021,164357,2214570504,178301525.33369884,100688,1084872260,129039901.68398152,2017,0.632339504211028,1.0413191355819165,0.3817549688650488
Passenger,2022,182248,2857028475,208166770.2187883,100688,1084872260,129039901.68398152,2017,0.8100270141426982,1.633516018743073,0.6131969065552167
Passenger,2023,198621,3326567982,213465820.94601735,100688,1084872260,129039901.68398152,2017,0.9726382488479262,2.066322280191771,0.654262117068213
Passenger,2024,217474,4784346114,244723898.73518443,100688,1084872260,129039901.68398152,2017,1.1598800254250756,3.410054796681777,0.8964978703603852
Passenger,2025,232497,5879548949,268857697.38408947,100688,1084872260,129039901.68398152,2017,1.309083505482282,4.419577185059557,1.0835237308419643
Seismic vessel,2017,1086,49754919,2015746.6298642196,1086,49754919,2015746.6298642196,2017,0,0,0
Seismic vessel,2018,1114,56480717,2088950.3569433547,1086,49754919,2015746.6298642196,2017,0.025782688766114115,0.13517855390338385,0.03631593673261713
Seismic vessel,2019,1121,63044225,2133850.7223091447,1086,49754919,2015746.6298642196,2017,0.03222836095764281,0.26709531976124823,0.05859074285188348
Seismic vessel,2020,1121,71612577,1988976.104879931,1086,49754919,2015746.6298642196,2017,0.03222836095764281,0.43930647339612783,-0.013280699363536486
Seismic vessel,2021,1130,87660013,2077036.0703799375,1086,49754919,2015746.6298642196,2017,0.04051565377532218,0.7618361111189831,0.03040532952291053
Seismic vessel,2022,1155,104922511,2202390.5858233552,1086,49754919,2015746.6298642196,2017,0.06353591160220984,1.1087866910204398,0.0925929644102681
Seismic vessel,2023,1229,132313676,2291605.16859039,1086,49754919,2015746.6298642196,2017,0.13167587476979747,1.659308439432893,0.13685179210482046
Seismic vessel,2024,1249,163199060,2469197.2415885497,1086,49754919,2015746.6298642196,2017,0.15009208103130756,2.2800588018241976,0.2249541708299294
Seismic vessel,2025,1293,187688291,2467237.1964206276,1086,49754919,2015746.6298642196,2017,0.19060773480662974,2.7722559853830733,0.22398180399627932
Tanker: chemical,2017,5100,248503313,57188787.39932359,5100,248503313,57188787.39932359,2017,0,0,0
Tanker: chemical,2018,5243,277292015,58237604.61102278,5100,248503313,57188787.39932359,2017,0.028039215686274543,0.11584836295522538,0.01833956024239103
Tanker: chemical,2019,5430,295816875,59464932.039569974,5100,248503313,57188787.39932359,2017,0.06470588235294117,0.1903940894341316,0.03980054034636349
Tanker: chemical,2020,5469,355653946,60802998.050576806,5100,248503313,57188787.39932359,2017,0.07235294117647051,0.43118392147954987,0.06319788922987302
Tanker: chemical,2021,5632,441377235,62567204.081069864,5100,248503313,57188787.39932359,2017,0.10431372549019602,0.7761422560994187,0.09404669912287544
Tanker: chemical,2022,5852,582890195,66775469.69012551,5100,248503313,57188787.39932359,2017,0.14745098039215687,1.3456033159606204,0.16763220076450347
Tanker: chemical,2023,5954,807513833,69047726.1402187,5100,248503313,57188787.39932359,2017,0.1674509803921569,2.24950932545515,0.20736475243109243
Tanker: chemical,2024,6138,957673970,70423545.66848482,5100,248503313,57188787.39932359,2017,0.20352941176470596,2.8537674143603873,0.2314222572468423
Tanker: chemical,2025,6529,1101802786,72973721.10228948,5100,248503313,57188787.39932359,2017,0.2801960784313726,3.4337549173841397,0.2760144850204078
Tanker: liquefied gas,2017,1460,66168604,45181191.1497739,1460,66168604,45181191.1497739,2017,0,0,0
Tanker: liquefied gas,2018,1560,81470682,50527004.95482672,1460,66168604,45181191.1497739,2017,0.06849315068493156,0.2312588913013791,0.11831945260875587
Tanker: liquefied gas,2019,1589,93414390,54658019.47310535,1460,66168604,45181191.1497739,2017,0.08835616438356175,0.4117630470184923,0.2097516263330934
Tanker: liquefied gas,2020,1664,128908526,58719950.17739247,1460,66168604,45181191.1497739,2017,0.13972602739726026,0.9481826456547278,0.2996547608215574
Tanker: liquefied gas,2021,1773,167616565,64343966.63568103,1460,66168604,45181191.1497739,2017,0.21438356164383565,1.533173663449209,0.4241317016716817
Tanker: liquefied gas,2022,1843,204611368,63218569.77494724,1460,66168604,45181191.1497739,2017,0.2623287671232877,2.0922727038339812,0.3992231759755984
Tanker: liquefied gas,2023,1876,302645932,66086442.807460934,1460,66168604,45181191.1497739,2017,0.284931506849315,3.5738600137309833,0.4626981079004078
Tanker: liquefied gas,2024,2043,341274980,70169270.72292992,1460,66168604,45181191.1497739,2017,0.3993150684931508,4.157657247839172,0.553063762536085
Tanker: liquefied gas,2025,2162,379600770,70418533.62024452,1460,66168604,45181191.1497739,2017,0.48082191780821915,4.736871371806484,0.5585807241515568
Tanker: oil,2017,10583,476409958,139620367.924315,10583,476409958,139620367.924315,2017,0,0,0
Tanker: oil,2018,11091,513788326,142963511.3722871,10583,476409958,139620367.924315,2017,0.04800151185864121,0.07845841039284074,0.02394452541325731
Tanker: oil,2019,11191,523091312,146703951.72681466,10583,476409958,139620367.924315,2017,0.0574506283662477,0.09798568064356039,0.05073460203413527
Tanker: oil,2020,11315,591722594,150425413.70255145,10583,476409958,139620367.924315,2017,0.06916753283567978,0.2420449742152535,0.07738875021510916
Tanker: oil,2021,11517,697480605,149030257.6629659,10583,476409958,139620367.924315,2017,0.08825474818104517,0.4640344797326843,0.06739625370240954
Tanker: oil,2022,11824,926716700,162151422.98874107,10583,476409958,139620367.924315,2017,0.1172635358593972,0.945208500448683,0.161373697830675
Tanker: oil,2023,11972,1326051669,174816894.06031704,10583,476409958,139620367.924315,2017,0.13124822829065486,1.7834255912005936,0.25208733266683025
Tanker: oil,2024,12769,1609591249,180245315.47983935,10583,476409958,139620367.924315,2017,0.20655768685627884,2.3785843934857467,0.2909672002694206
Tanker: oil,2025,13499,1830881865,179115998.25300327,10583,476409958,139620367.924315,2017,0.27553623736180666,2.8430805953052727,0.2828787154471468
Tug,2017,31053,911739616,12342897.34818004,31053,911739616,12342897.34818004,2017,0,0,0
Tug,2018,32386,993858605,13217610.635554478,31053,911739616,12342897.34818004,2017,0.042926609345312894,0.09006846643373234,0.07086774382867356
Tug,2019,35324,1080822611,13635019.245227316,31053,911739616,12342897.34818004,2017,0.13753904614691015,0.18545096871166344,0.10468546084423203
Tug,2020,37229,1284683510,13820173.091219608,31053,911739616,12342897.34818004,2017,0.19888577593147194,0.4090464946956962,0.11968630228115695
Tug,2021,38546,1528739569,14762878.69430083,31053,911739616,12342897.34818004,2017,0.24129713715261003,0.6767282480352372,0.19606266485539692
Tug,2022,38833,1967268486,15629657.627314337,31053,911739616,12342897.34818004,2017,0.25053940037999545,1.1577086829141359,0.2662875811422776
Tug,2023,40463,2545180303,16511181.717925414,31053,911739616,12342897.34818004,2017,0.303030303030303,1.7915648923606717,0.33770712436168693
Tug,2024,43041,3450570146,17915795.38631765,31053,911739616,12342897.34818004,2017,0.38604965703796745,2.784600433551853,0.45150647217845763
Tug,2025,44460,4081475364,19118142.217648964,31053,911739616,12342897.34818004,2017,0.43174572505071973,3.4765800370793585,0.5489185138907384
