year,fishing,length_size_class_percentile,hours,hours_dark,kw_hours,kw_hours_dark,emissions_co2_mt,emissions_co2_mt_dark,distance_nm,distance_nm_dark,average_speed_knots,average_speed_knots_dark,avg_speed_knots
2024,FALSE,3,229267398.26527765,49626655.54988581,464298485479.6478,109128081874.17339,66795236.4568618,13055107.609950334,217582302.95995507,54191869.12002959,0.9490328961128518,1.0919911591776466,7.021680032237803
2021,TRUE,3,3131277.5125807067,1166298.380657923,340937499.2519299,142279353.44654974,49268.32233345755,21528.103611934563,1879076.5700727566,770113.2467955766,0.6000990210938145,0.660305509779707,3.25954916319891
2017,TRUE,9,21209317.18833334,14193118.832790075,12570417014.363483,8558389899.980958,4617167.175851315,3142923.426164263,44768877.64352804,32268383.17854918,2.11081183076248,2.2735230754216045,6.08864892677474
2019,TRUE,9,26681639.351896293,15153713.711265616,15817615205.39389,9005609806.804007,5810845.357180931,3365428.2375620953,51622230.03927348,31178480.515636697,1.934747312878458,2.0574811633439998,6.088820350280466
2022,TRUE,6,20477770.454994153,18893727.31206351,7966249115.760843,7634944122.5211735,1820288.9048080535,1590459.2417997422,27104686.905006293,38582538.65606849,1.323615134986336,2.04208190468769,4.5474168778193995
2023,FALSE,10,182893083.46396744,7570582.14043873,3109061514740.0547,125029332163.14825,584496687.5776693,22431005.19764884,1295704777.8137224,45029498.28576909,7.0844930451894035,5.947957165042997,12.904200373579556
2023,FALSE,1,141467994.4665308,98904475.35611081,130231691680.96812,110057067557.85454,65568336.71541365,49213629.224513255,125078609.88286676,91744960.15840143,0.8841477562082671,0.9276118176459541,5.816454754437851
2019,FALSE,8,67015455.62611111,13714923.290463671,249177368698.6949,50067836459.03876,47744129.68092374,9409928.634879487,240098589.8097421,48876377.35758723,3.5827345731899034,3.5637368377825487,10.910484948505513
2020,TRUE,3,2667591.850785759,946866.5006686851,288885561.84588015,107984897.23517986,42063.368897122615,16382.357168584715,1706238.5024881554,723354.287875514,0.6396175269412261,0.7639453791687373,3.2419514783344208
2024,FALSE,8,71550290.36916666,7982895.090040469,294423028744.25,31173636183.26531,50192400.99919219,5231729.42287859,242776436.66229373,27170488.33412425,3.393088070078804,3.4035883006933654,11.057396275541048
2021,FALSE,9,62955462.90668721,6105861.407030088,499773430380.0235,48339170484.339195,99601567.15135041,9368653.365962263,327407636.60531694,33286273.129265845,5.20062313084095,5.451527787863172,12.49135869704029
2023,TRUE,9,63827930.20021945,21361717.73417539,38782569285.28829,12811888030.338882,16068913.73107183,4818065.436039675,111866520.24398732,36765903.05924524,1.752626473913182,1.7211117344007207,5.779431194074216
2022,FALSE,5,64151218.1507638,10983060.303207606,110629676928.20099,19887169887.33898,19111750.256781083,3166091.916923505,104657791.92365254,19446482.50258733,1.6314232985832469,1.7705887034880414,8.301417693770393
2021,TRUE,9,32240260.41012752,18215509.690656792,18527845953.7005,10564787383.360727,6843191.051199902,3886311.313132328,61422787.004339986,37132180.3525518,1.9051579057669603,2.0384925254986337,5.944396342333387
2017,TRUE,8,20899162.078341562,15355693.494612709,9851782364.43834,7489463009.168327,3109930.8583891653,2347160.491025901,39227842.0849076,30482286.047290526,1.8770054960988414,1.985080391060471,5.693743681032596
2022,FALSE,3,184931379.8117516,49543513.70074494,378911476520.08496,112204101976.1566,52837093.67291529,12673446.33385722,185593561.1834266,55697438.50766906,1.0035806869139734,1.1242125224322066,6.782172656051212
2022,FALSE,1,145752900.09053987,119311980.73690042,136247971771.82027,134712001561.54295,68060827.7929537,60164287.43032867,122648813.5868885,111413497.13919911,0.8414845502950583,0.9337997445946474,5.780443086264592
2023,FALSE,5,71259145.05841973,11302763.085642597,122687413335.17899,20047597598.021275,20812925.380512066,3226307.5831579403,113747933.17716707,19729809.771724407,1.5962573376920834,1.7455740355016658,8.266633680253996
2017,FALSE,1,66468689.082825415,120912785.06939493,62037599229.43036,140302376062.3396,30591549.960958127,61014986.933072135,62271756.77089941,117415676.03198019,0.9368585063157138,0.9710774254731817,5.663639743176259
2021,FALSE,2,103549243.06459598,69218299.72618058,160978813924.17526,108994716800.75276,45190939.75598526,29047340.84481744,71885711.74359794,57982795.77372176,0.6942176457895909,0.8376801511030298,6.0272615266046525
2024,TRUE,4,15514534.623333324,8374824.75828152,3651587091.5940914,2735947155.5272694,703283.3723329024,485508.21722920367,14438083.749894287,14821751.652261214,0.9306166185726196,1.769798423257107,3.855016936507058
2024,FALSE,6,55567762.60972226,7578397.962433351,132163226632.53447,16909958181.351717,19568809.652069997,2428584.6285565156,109450599.24482127,15466088.918924525,1.9696779950192118,2.040812450809658,8.97273929401327
2022,TRUE,8,36707216.91789687,23963874.924715187,16996376141.229807,11026279079.20933,5609927.09316877,3189789.037121751,65485468.74508569,53653543.447577395,1.7839943815832515,2.2389343800255657,5.333954366883677
2019,TRUE,10,48857589.705277786,20823376.30842709,70781686186.79475,28916219742.74546,22063577.79130049,8972238.768962113,140381011.8209543,63815603.176499836,2.873269284624366,3.0646136453229276,8.96137458267789
2017,FALSE,10,139154088.23361102,12955092.213344133,2408899426879.339,222931872947.8568,489140317.59113556,45696081.54516707,1043129759.0887157,98013191.27148074,7.49622071711983,7.56561124053785,13.193689008054454
2022,TRUE,5,18618087.08051805,11890756.297707463,5783696310.296613,4193198994.2885447,1281546.507758841,852607.8421190233,19714396.685365487,19928376.22544341,1.0588841162954177,1.6759553157510765,4.180851504411415
2021,FALSE,10,161734127.29214317,13504094.659698777,2768554884314.0645,227488191379.68,535371970.0286218,45932600.94986917,1128098399.9068553,95384983.21412402,6.975017695981699,7.063411921925293,13.307259871277964
2018,FALSE,1,80537797.98107108,145081020.2924397,74835925956.41524,168891753778.9421,37122165.16204165,73389397.17837547,73488044.73154101,139380672.8760852,0.9124665259511193,0.9607092133425563,5.684365903850464
2019,TRUE,8,24941932.380425107,15932363.635060135,11731340330.862036,7819812473.342115,3682381.477255704,2442766.5083002597,45177487.5555179,31048164.612575557,1.8113066328001928,1.9487481784719112,5.691409146687917
2016,TRUE,4,5511635.409166667,4256796.395866437,1100755964.426202,903663713.9300389,208155.3845667836,174957.19427602802,4672901.210249762,3942786.957349178,0.8478248039552897,0.9262333902504292,3.9382823456268365
2019,TRUE,1,169.75694444444446,158.32592516543372,171422.51008397224,160793.65603520843,48.81399456523025,45.68147928292943,377.39701767819173,341.0028098880408,2.223160995936167,2.1538027302334046,9.003598598920313
2017,FALSE,4,68710510.60385895,18972303.78105516,132379751563.16231,41111295752.16051,25333079.27035906,6614602.786699827,116566818.51372118,31125141.944592815,1.6964918101943856,1.640556798150834,8.312766655164447
2024,FALSE,7,67054236.76111111,8400755.16394566,209314285427.22516,23890178275.347897,26609082.33372762,3126709.349086021,156052149.52214086,19736243.005628567,2.3272526399501894,2.3493415318580557,9.354141861866985
2019,TRUE,3,2724000.644722223,1183178.4454381594,296024969.8778575,135012177.599023,43309.01920939052,20627.46289250665,1721715.1831955775,864355.2175146843,0.6320538824142413,0.730536649689044,3.265559287446133
2021,TRUE,2,38929.79068055556,20185.49062628059,33730954.50354485,27574332.570505746,5854.308265036215,4709.720001740528,20382.58813209742,7925.885710186185,0.5235730214773028,0.39265261652184186,3.399230281159031
2022,TRUE,1,643.4705805555554,535.3734805609623,168730.74273354607,103715.45621058879,43.48571543052336,26.281302311209252,939.601219981802,682.9495123234091,1.4602085136053544,1.2756506198398492,3.3794917047126214
2016,TRUE,1,2942.8569444444447,1649.4469423197788,109478.67863169443,85407.50875035179,18.031771508490483,18.626166971762704,1050.8616896628178,673.2735162428102,0.35708894774740757,0.40818137217309924,2.5208195946001113
2018,FALSE,8,65890558.916944444,13010155.025773827,244696471600.3936,48441425342.3455,47586140.23606936,9185957.28049066,237918783.78901124,47559943.82134331,3.610817508604073,3.6556016225113743,10.952417525243307
2017,TRUE,6,12869458.885371607,9432093.156408932,4553311994.046429,3676973421.0521293,1082891.1714916704,851949.9459719186,17007004.679578166,15090526.962208528,1.3215011471002565,1.5999128413988146,4.920576983395594
2017,FALSE,3,137859068.9665889,88762717.92734964,281542133089.48895,190165799048.97168,40565636.75374722,25694384.186379567,156846311.53871113,103530551.99968933,1.1377293689450632,1.1663742888588295,7.116553016116254
2019,TRUE,5,14984134.446666664,8632219.87089428,4436653965.4444065,2762645163.0196915,1021083.4575809591,619836.1006247054,16096537.003782775,11099699.37861234,1.0742386930039576,1.2858453033660315,4.491334163526421
2019,TRUE,2,45908.61944444443,23358.722201640827,32781391.294520628,25531572.33341367,5567.004457671081,4321.167186402367,23472.840796185414,12275.387887075469,0.5112948522573346,0.5255162410473458,3.3116794621825707
