time,fishing,n_cells,n_matched,n_unmatched,ais_vessel_hours,ais_hours_x_scenes,union_km2,union_x_scenes_km2,mean_scenes
2024-07-01 00:00:00,false,7917,81667.0,25976.0,9.406510829361121E7,1.0540827337777752E9,4.92948738907825E7,4.526848488539522E8,8.642415056208185
2024-07-01 00:00:00,true,7917,42020.0,46520.0,1.823775234083327E7,1.823136279583335E8,4.92948738907825E7,4.526848488539522E8,8.642415056208185
2024-08-01 00:00:00,false,7962,88239.0,27265.0,9.697555740972215E7,1.0992492932805567E9,4.9759418167223185E7,4.6290389786796033E8,8.778824415975867
2024-08-01 00:00:00,true,7962,57784.0,62610.0,2.4396914708611123E7,2.208374863025002E8,4.9759418167223185E7,4.6290389786796033E8,8.778824415975867
2024-09-01 00:00:00,false,8020,87080.0,27020.0,8.694034797638905E7,9.339229870166659E8,4.9934330737494364E7,4.600220732709233E8,8.680673316708239
2024-09-01 00:00:00,true,8020,60512.0,65145.0,2.7852425706666633E7,2.423980731044448E8,4.9934330737494364E7,4.600220732709233E8,8.680673316708239
2024-10-01 00:00:00,false,8026,90789.0,29879.0,8.505276692833284E7,9.056578360177784E8,4.996503894412115E7,4.728618970387164E8,8.913655619237435
2024-10-01 00:00:00,true,8026,59382.0,72770.0,2.7548527446388908E7,2.4233620496138832E8,4.996503894412115E7,4.728618970387164E8,8.913655619237435
2024-11-01 00:00:00,false,8018,83118.0,26222.0,7.851341396777771E7,7.630702645119443E8,4.991371308985322E7,4.329521561852545E8,8.223247692691398
2024-11-01 00:00:00,true,8018,50918.0,64675.0,2.579944968916669E7,2.1331466216499978E8,4.991371308985322E7,4.329521561852545E8,8.223247692691398
2024-12-01 00:00:00,false,8012,85248.0,27125.0,7.94365111786111E7,7.914099630524995E8,4.9809466576392256E7,4.525532058678522E8,8.580753869196204
2024-12-01 00:00:00,true,8012,42350.0,56475.0,2.475077762916665E7,2.104360026266667E8,4.9809466576392256E7,4.525532058678522E8,8.580753869196204
2025-01-01 00:00:00,false,8076,85938.0,25669.0,7.773945568055555E7,8.294879837705555E8,5.009728775326821E7,4.75345000937422E8,8.920009905893973
2025-01-01 00:00:00,true,8076,40646.0,53890.0,2.089368789527774E7,1.9994165798638886E8,5.009728775326821E7,4.75345000937422E8,8.920009905893973
2025-02-01 00:00:00,false,8147,74983.0,23155.0,7.014413754861102E7,6.452606792808309E8,5.0709776341429725E7,4.218964857894677E8,7.852338284030927
2025-02-01 00:00:00,true,8147,36937.0,51464.0,1.8648668623611152E7,1.5904633271111116E8,5.0709776341429725E7,4.218964857894677E8,7.852338284030927
2025-03-01 00:00:00,false,8122,84805.0,26583.0,8.134756502583362E7,8.345341001616672E8,5.032759336270887E7,4.605686576918044E8,8.548140852006872
2025-03-01 00:00:00,true,8122,45480.0,59936.0,2.366716210916662E7,2.114572695588885E8,5.032759336270887E7,4.605686576918044E8,8.548140852006872
2025-04-01 00:00:00,false,8089,84951.0,25871.0,8.389993211000009E7,8.626480750705559E8,5.034994284656604E7,4.5700283411416155E8,8.563728520212644
2025-04-01 00:00:00,true,8089,50812.0,64047.0,2.4958443234444417E7,2.1843707040777755E8,5.034994284656604E7,4.5700283411416155E8,8.563728520212644
2025-05-01 00:00:00,false,7957,86107.0,25261.0,9.24612376166666E7,9.926870704058356E8,4.934521613952089E7,4.506192760702427E8,8.59909513635796
2025-05-01 00:00:00,true,7957,41353.0,52875.0,1.8847705434166722E7,1.903436201638885E8,4.934521613952089E7,4.506192760702427E8,8.59909513635796
2025-06-01 00:00:00,false,7870,81694.0,25710.0,9.217923921833362E7,9.765092387569444E8,4.912283619914143E7,4.333304404807601E8,8.317153748411648
2025-06-01 00:00:00,true,7870,40784.0,48986.0,1.8243249217499975E7,1.759047656802772E8,4.912283619914143E7,4.333304404807601E8,8.317153748411648
2025-07-01 00:00:00,false,7794,84478.0,25569.0,1.0217491395944434E8,1.1311513943933315E9,4.833004787602631E7,4.444096706245935E8,8.67500641519118
2025-07-01 00:00:00,true,7794,41979.0,47823.0,1.9588829218611088E7,1.8651117605694428E8,4.833004787602631E7,4.444096706245935E8,8.67500641519118
2025-08-01 00:00:00,false,7881,87639.0,28408.0,1.0298537382222214E8,1.1187410809291682E9,4.918858472980263E7,4.524405612642779E8,8.690013957619543
2025-08-01 00:00:00,true,7881,51669.0,61329.0,2.5051639621944506E7,2.1805529145055544E8,4.918858472980263E7,4.524405612642779E8,8.690013957619543
2025-09-01 00:00:00,false,7734,88900.0,29843.0,9.116040011166658E7,9.650949460291672E8,4.8185468398826264E7,4.442126294166579E8,8.662141194724622
2025-09-01 00:00:00,true,7734,63403.0,77929.0,2.9086894978888888E7,2.464881529275005E8,4.8185468398826264E7,4.442126294166579E8,8.662141194724622
2025-10-01 00:00:00,false,7563,83503.0,37085.0,8.881557142833361E7,9.338593229388914E8,4.653789768933038E7,4.404401887030875E8,8.871744016924445
2025-10-01 00:00:00,true,7563,53421.0,77190.0,2.869406728638891E7,2.4731566727083382E8,4.653789768933038E7,4.404401887030875E8,8.871744016924445
2025-11-01 00:00:00,false,7506,78639.0,33000.0,8.224598933527765E7,7.75947873946943E8,4.581282745646811E7,4.0864872632688195E8,8.352251532107674
2025-11-01 00:00:00,true,7506,45190.0,65928.0,2.65217466852778E7,2.0732474905416662E8,4.581282745646811E7,4.0864872632688195E8,8.352251532107674
2025-12-01 00:00:00,false,7505,82341.0,34402.0,8.2851131083333E7,8.420731683024992E8,4.591799100509236E7,4.391703588689066E8,8.927381745502977
2025-12-01 00:00:00,true,7505,41676.0,64973.0,2.621786003611109E7,2.2300178154611126E8,4.591799100509236E7,4.391703588689066E8,8.927381745502977
