year,vessel_class,registry_type,length_bin,emissions_co2_mt,distance_travelled_nm,vessel_hours,n_unique_vessels
2019,tanker.oil,no_registry,200-225m,1021755.64,1248714.06,259455.686,62
2019,tanker.oil,no_registry,225m+,12568554.1,16329020.5,2289887.14,424
2019,tanker.oil,no_registry,25-50m,3744283.41,6004100.83,5520120.76,1286
2019,tanker.oil,no_registry,50-75m,4667466.03,11876656.8,7110729.18,1480
2019,tanker.oil,no_registry,75-100m,3828398.23,11895850.1,5565436.04,951
2019,tanker.oil,other_registry,0-25m,10209.9385,13163.3805,18384.9169,4
2019,tanker.oil,other_registry,100-125m,1360441.52,5019738.18,1464455.35,233
2019,tanker.oil,other_registry,125-150m,998293.059,2146105.19,696603.974,114
2019,tanker.oil,other_registry,150-175m,951510.71,1472637.62,382708.518,62
2019,tanker.oil,other_registry,175-200m,2625213.5,3993183.09,865298.542,130
2019,tanker.oil,other_registry,200-225m,2413991.13,3193497.94,683734.092,107
2019,tanker.oil,other_registry,225m+,26688350,34808536,5074088.18,712
2019,tanker.oil,other_registry,25-50m,180500.891,203962.272,288877.559,51
2019,tanker.oil,other_registry,50-75m,979526.894,2910262.49,1445602.75,237
2019,tanker.oil,other_registry,75-100m,1874362.16,5250190.59,2467272.83,400
2019,tanker.other,imo,100-125m,9101.67029,28140.611,8748.28333,1
2019,tanker.other,imo,125-150m,11653.7375,230.300082,8736.30028,1
2019,tanker.other,imo,25-50m,16797.3421,11373.7365,14972.1142,2
2019,tanker.other,imo,50-75m,38529.7201,32646.065,32947.2267,4
2019,tanker.other,imo,75-100m,10864.5284,10130.6788,8593.82833,1
2019,tanker.other,no_registry,25-50m,82145.7974,39661.2562,64847.4317,13
2019,tanker.other,no_registry,50-75m,43004.7446,23199.5881,33840.9914,5
2019,tanker.other,other_registry,50-75m,9819.66323,19483.7304,8760.01861,1
2019,tanker.other,other_registry,75-100m,21522.1682,6445.36711,16783.3972,2
2019,trawlers,imo,0-25m,1917719.56,28227684.2,22530450.8,6619
2019,trawlers,imo,100-125m,845417.514,2021953.08,522647.358,82
2019,trawlers,imo,125-150m,114415.344,240408.37,50150.2689,7
2019,trawlers,imo,150-175m,467.251436,4868.7433,1973.16167,1
2019,trawlers,imo,25-50m,3037938.76,22945715.8,11503005.7,2753
2019,trawlers,imo,50-75m,3062227.23,13717091.2,4335497.01,679
2019,trawlers,imo,75-100m,961870.15,2909843.45,875376.681,136
2019,trawlers,no_registry,0-25m,3335695.65,42007604.5,27869919.3,26585
2019,trawlers,no_registry,100-125m,5003.77647,13110.1505,10822.0128,4
2019,trawlers,no_registry,125-150m,37.9817816,110.447653,80.9869444,1
2019,trawlers,no_registry,25-50m,5470828.98,35422988.1,20347603.4,23232
2019,trawlers,no_registry,50-75m,371545.368,2107620.31,1000781.02,1680
2019,trawlers,no_registry,75-100m,26891.3579,104284.65,68679.3169,113
2019,trawlers,other_registry,0-25m,992165.176,13969858,11007930.5,3307
2019,trawlers,other_registry,100-125m,566896.996,1290115.24,355453.686,58
2019,trawlers,other_registry,125-150m,37981.2578,61270.7899,23020.7567,4
2019,trawlers,other_registry,225m+,3615.80424,16305.2359,6868.40444,1
2019,trawlers,other_registry,25-50m,1545290.16,11637060.2,5683944.24,1338
2019,trawlers,other_registry,50-75m,1387893.37,6246507.33,2005432.56,321
2019,trawlers,other_registry,75-100m,359655.741,1301146.38,373006.738,62
2019,trollers,imo,0-25m,18791.1418,388399.608,481213.541,162
2019,trollers,imo,25-50m,708.815412,1949.88942,5927.59167,3
2019,trollers,no_registry,0-25m,3489.81017,70733.3212,90079.0478,34
2019,trollers,no_registry,25-50m,252.112617,2016.37981,631.417222,2
2019,trollers,other_registry,0-25m,9634.78177,172793.374,214696.073,73
2019,trollers,other_registry,25-50m,244.901233,4633.35416,7325.54028,2
2019,tug,imo,0-25m,725540.801,8421100.42,7317182.23,1462
2019,tug,imo,100-125m,35995.0863,228871.854,126070.211,21
2019,tug,imo,125-150m,12252.0361,68451.9788,18533.1431,7
2019,tug,imo,150-175m,7060.29144,28771.0347,37064.1133,7
2019,tug,imo,175-200m,742.932663,3166.12517,8346.39972,2
2019,tug,imo,200-225m,2526.86969,5607.22247,9312.6275,2
2019,tug,imo,225m+,8416.28966,29103.4099,16901.3308,3
2019,tug,imo,25-50m,3118027.03,25973164.5,26818635.1,4416
2019,tug,imo,50-75m,551706.892,4904275.48,4264631.52,724
2019,tug,imo,75-100m,209356.221,1393441.7,1005668.48,170
2019,tug,no_registry,0-25m,719849.343,6779968.65,8645423.47,4714
2019,tug,no_registry,100-125m,13769.2122,109082.189,81168.8414,27
2019,tug,no_registry,125-150m,4843.45211,25310.1669,45687.2339,11
2019,tug,no_registry,150-175m,2191.86738,6800.02273,17278.4156,4
2019,tug,no_registry,25-50m,4975036.24,46243744.2,48573045.8,17538
2019,tug,no_registry,50-75m,797233.156,9027401.85,6342436.97,2780
2019,tug,no_registry,75-100m,111363.012,1019403.54,617746.467,153
2019,tug,other_registry,0-25m,366425.897,4277988.88,3731513.9,720
2019,tug,other_registry,100-125m,8139.48486,68758.7987,62567.4708,11
2019,tug,other_registry,125-150m,4620.21858,27653.8618,29186.155,4
2019,tug,other_registry,150-175m,5275.24798,27408.6726,24279.4772,3
2019,tug,other_registry,175-200m,4032.47738,24755.3056,17492.9211,2
2019,tug,other_registry,225m+,3447.58486,13508.8921,17364.4297,2
2019,tug,other_registry,25-50m,1575985.61,12866073.9,13141979.6,2103
2019,tug,other_registry,50-75m,266144.68,2373452.18,2034577.96,347
2019,tug,other_registry,75-100m,105037.308,684334.531,531329.369,91
2019,tuna_purse_seines,imo,100-125m,14594.3726,23991.1114,15540.4608,6
2019,tuna_purse_seines,imo,200-225m,1969.86845,12495.7421,2989.11944,1
2019,tuna_purse_seines,imo,25-50m,36154.911,415900.676,111824.185,31
2019,tuna_purse_seines,imo,50-75m,777386.958,6483191.54,1371628.66,249
2019,tuna_purse_seines,imo,75-100m,260336.761,1707205.17,357940.282,94
2019,tuna_purse_seines,no_registry,25-50m,75247.8436,509900.916,154241.49,52
2019,tuna_purse_seines,no_registry,50-75m,24803.0605,155917.138,43804.5097,17
2019,tuna_purse_seines,other_registry,100-125m,10484.216,45272.8585,10883.9203,4
2019,tuna_purse_seines,other_registry,150-175m,2879.52097,23773.0374,3684.3375,1
2019,tuna_purse_seines,other_registry,25-50m,33779.257,352586.726,101958.853,24
2019,tuna_purse_seines,other_registry,50-75m,294673.422,2364527.97,521875.744,103
2019,tuna_purse_seines,other_registry,75-100m,119535.799,792054.863,165813.576,39
2019,well_boat,imo,0-25m,1074.31915,9422.11492,7946.52833,1
2019,well_boat,imo,25-50m,44424.9387,664469.245,178010.361,24
2019,well_boat,imo,50-75m,71152.5968,960671.82,218773.814,26
2019,well_boat,imo,75-100m,27354.5253,190430.189,60932.4419,7
2019,well_boat,other_registry,25-50m,27001.8472,443567.683,99196.8947,13
2019,well_boat,other_registry,50-75m,30729.1649,391113.822,104243.555,12
2019,well_boat,other_registry,75-100m,27460.3213,170502.233,69986.8975,8
2020,bunker,imo,0-25m,3296.7431,9220.71802,6135.65694,3
2020,bunker,imo,100-125m,57009.7689,591743.956,87658.0864,12
2020,bunker,imo,125-150m,8654.24603,61964.1468,8779.63944,1
2020,bunker,imo,25-50m,71897.5552,70895.0107,119811.161,25
2020,bunker,imo,50-75m,19872.0047,17788.5688,32803.3058,8
2020,bunker,imo,75-100m,20061.8808,274243.048,40514.7911,7
2020,bunker,no_registry,0-25m,339242.266,384360.282,621692.548,389
2020,bunker,no_registry,100-125m,5488.92535,1668.27139,5708.51306,8
2020,bunker,no_registry,125-150m,1399.52921,331.549676,825.64,2
2020,bunker,no_registry,25-50m,2256454.3,2182474.82,3466898.69,1885
2020,bunker,no_registry,50-75m,454786.768,428687.917,531031.541,351
2020,bunker,no_registry,75-100m,63501.5736,28621.8211,83259.3917,50
2020,bunker,other_registry,0-25m,640.556367,1766.33023,1334.55611,1
2020,bunker,other_registry,100-125m,49673.3398,440002.685,72101.3917,10
2020,bunker,other_registry,175-200m,7106.9732,25960.717,4307.78389,1
2020,bunker,other_registry,25-50m,50187.0221,53378.7701,79288.3731,17
2020,bunker,other_registry,50-75m,8657.78513,4384.97558,13398.8169,5
2020,bunker,other_registry,75-100m,4593.79726,63075.8476,8781.04139,1
2020,cargo.bulk_carrier,imo,0-25m,915.004693,50165.8479,8647.90361,1
2020,cargo.bulk_carrier,imo,100-125m,531264.752,4578075.94,1070181.83,154
2020,cargo.bulk_carrier,imo,125-150m,710613.609,4965260.41,1018310.86,145
2020,cargo.bulk_carrier,imo,150-175m,2338665.59,13750941.4,2806342.47,418
2020,cargo.bulk_carrier,imo,175-200m,20973928.6,103897438,18225310.5,2418
2020,cargo.bulk_carrier,imo,200-225m,9349742.88,38212774.2,6195158.84,835
2020,cargo.bulk_carrier,imo,225m+,34659865.2,105486761,14795874.9,1932
2020,cargo.bulk_carrier,imo,25-50m,22858.7724,283235.637,69229.7939,10
2020,cargo.bulk_carrier,imo,50-75m,37098.1981,464722.123,109460.072,18
2020,cargo.bulk_carrier,imo,75-100m,177850.744,1985854.51,478056.893,75
2020,cargo.bulk_carrier,no_registry,0-25m,1603.0384,10629.3611,7970.36417,12
2020,cargo.bulk_carrier,no_registry,100-125m,662438.027,5416622.36,1672364.06,325
2020,cargo.bulk_carrier,no_registry,125-150m,656109.615,4608505.82,1232691.24,213
2020,cargo.bulk_carrier,no_registry,150-175m,1722345.84,9917003.73,2596096.58,443
2020,cargo.bulk_carrier,no_registry,175-200m,6766774.62,32506611.6,6243658.81,978
2020,cargo.bulk_carrier,no_registry,200-225m,4215402.76,16459665.6,2941642.88,471
2020,cargo.bulk_carrier,no_registry,225m+,9738596.23,30663318.3,4075007.69,645
2020,cargo.bulk_carrier,no_registry,25-50m,193171.556,1417034.87,874047.678,790
2020,cargo.bulk_carrier,no_registry,50-75m,424457.253,3395823.28,1763025.34,1047
2020,cargo.bulk_carrier,no_registry,75-100m,269999.612,2342006.45,951688.565,318
2020,cargo.bulk_carrier,other_registry,100-125m,212786.552,1849752.11,391558.345,58
2020,cargo.bulk_carrier,other_registry,125-150m,351569.81,2475854.6,482223.126,73
2020,cargo.bulk_carrier,other_registry,150-175m,1216496.06,7211539.79,1510922.23,218
2020,cargo.bulk_carrier,other_registry,175-200m,10402795,51578930.9,8945259.57,1185
2020,cargo.bulk_carrier,other_registry,200-225m,4635715.39,18688950.8,3118250.04,414
2020,cargo.bulk_carrier,other_registry,225m+,16568425.1,51273746.3,7195720.27,948
2020,cargo.bulk_carrier,other_registry,25-50m,17441.6707,162079.055,37030.8406,7
2020,cargo.bulk_carrier,other_registry,50-75m,29770.1395,406859.905,110710.974,18
2020,cargo.bulk_carrier,other_registry,75-100m,87033.9969,976066.517,242252.849,37
2020,cargo.container,imo,0-25m,1438.91692,20584.7764,6357.53694,1
2020,cargo.container,imo,100-125m,482092.755,2818414.57,568214.933,85
2020,cargo.container,imo,125-150m,3138164.87,15524932.8,2207503.88,297
2020,cargo.container,imo,150-175m,4113675.99,15634497.1,2320943.5,321
2020,cargo.container,imo,175-200m,5652056.1,17654727.7,2546389.92,354
2020,cargo.container,imo,200-225m,5495730.77,14380112.1,1818530.77,254
2020,cargo.container,imo,225m+,57698028.1,94278566.5,9614497.52,1248
2020,cargo.container,imo,50-75m,25406.1237,71875.7499,47190.6592,6
2020,cargo.container,imo,75-100m,138408.711,851255.847,200578.021,38
2020,cargo.container,no_registry,100-125m,382989.734,1926229.1,492273.028,79
2020,cargo.container,no_registry,125-150m,718947.226,3241753.12,572922.982,93
2020,cargo.container,no_registry,150-175m,1814654.32,6540120.82,1048729.69,157
2020,cargo.container,no_registry,175-200m,1353755.44,4444766.58,650777.927,113
2020,cargo.container,no_registry,200-225m,2008108.87,5516749.63,721919.401,132
2020,cargo.container,no_registry,225m+,15607956,25430430.3,2563606.19,398
2020,cargo.container,no_registry,25-50m,194318.378,584318.185,328295.059,95
2020,cargo.container,no_registry,50-75m,674620.063,2696346.11,1156816.57,319
2020,cargo.container,no_registry,75-100m,578463.096,2829870.32,938440.294,168
2020,cargo.container,other_registry,100-125m,170261.204,1002503.88,223114.755,34
2020,cargo.container,other_registry,125-150m,1397719.49,6947585.93,1029067.74,130
2020,cargo.container,other_registry,150-175m,2068997.03,7636862.79,1099381.3,156
2020,cargo.container,other_registry,175-200m,2956938.33,9432559.07,1305929.98,176
2020,cargo.container,other_registry,200-225m,2770335.81,7199221.98,920310.517,126
2020,cargo.container,other_registry,225m+,30598058.9,49710690,5041771.86,655
2020,cargo.container,other_registry,25-50m,16250.5215,118799.797,13444.8758,2
2020,cargo.container,other_registry,50-75m,8586.28005,49732.2622,14052.4561,3
2020,cargo.container,other_registry,75-100m,76522.265,510938.46,117538.665,21
2020,cargo.general,imo,0-25m,3951.66306,140196.506,81970.9967,25
2020,cargo.general,imo,100-125m,4923149.4,38081458.8,9902247.91,1503
2020,cargo.general,imo,125-150m,5708536.91,29410270.2,6261189.36,901
2020,cargo.general,imo,150-175m,3029378.25,12817323.8,2639225.43,378
2020,cargo.general,imo,175-200m,2599791.79,10498391,1772187.96,241
2020,cargo.general,imo,200-225m,571466.885,2267524,346749.361,45
2020,cargo.general,imo,225m+,261948.253,719772.22,168591.305,27
2020,cargo.general,imo,25-50m,100791.675,1598284.38,921576.453,176
2020,cargo.general,imo,50-75m,553222.926,9447139.66,3646612.46,677
2020,cargo.general,imo,75-100m,2998962.28,42301321.7,11573310.8,1817
2020,cargo.general,no_registry,0-25m,85730.956,287935.983,193548.871,265
2020,cargo.general,no_registry,100-125m,6268571.03,33558904.8,11039288.8,3065
2020,cargo.general,no_registry,125-150m,1845783.51,8059924.62,1909570.96,386
2020,cargo.general,no_registry,150-175m,1163501.62,4584048.53,1063663.92,193
2020,cargo.general,no_registry,175-200m,678427.686,2782654.7,449608.253,75
2020,cargo.general,no_registry,200-225m,47171.362,169659.022,29039.4158,8
2020,cargo.general,no_registry,225m+,62618.5691,144063.048,23802.225,4
2020,cargo.general,no_registry,25-50m,8254178.21,30435951.5,19558371.8,12947
2020,cargo.general,no_registry,50-75m,21092017.9,105964299,54043468.8,23330
2020,cargo.general,no_registry,75-100m,9952407.33,66018059.3,25303591.1,9328
2020,cargo.general,other_registry,0-25m,7260.66857,148191.876,70236.1161,18
2020,cargo.general,other_registry,100-125m,2437676.25,19383487.3,5069853.92,764
2020,cargo.general,other_registry,125-150m,2649935.61,13611165.3,2982885.03,443
2020,cargo.general,other_registry,150-175m,1511285.08,6511759.1,1253466.58,184
2020,cargo.general,other_registry,175-200m,1337133.29,5424943.56,894879.145,125
2020,cargo.general,other_registry,200-225m,352511.372,1326188.12,200968.238,28
2020,cargo.general,other_registry,225m+,106962.132,285465.861,66315.5025,14
2020,cargo.general,other_registry,25-50m,57945.6209,816089.877,479119.292,94
2020,cargo.general,other_registry,50-75m,210859.673,3521330.32,1553818.94,306
2020,cargo.general,other_registry,75-100m,1422345.08,21485181,6040557.58,909
2020,cargo.refrigerated,imo,100-125m,132400.484,509136.846,96281.5881,12
2020,cargo.refrigerated,imo,125-150m,317937.659,824149.647,111574.399,15
2020,cargo.refrigerated,imo,150-175m,316358.427,756339.706,81757.5689,13
2020,cargo.refrigerated,imo,175-200m,84219.8412,188250.495,24205.2131,3
2020,cargo.refrigerated,imo,200-225m,75128.6741,116658.863,16112.2422,3
2020,cargo.refrigerated,imo,225m+,47792.416,112580.91,19117.7206,4
2020,cargo.refrigerated,imo,50-75m,20994.9372,73973.1368,30617.2667,5
2020,cargo.refrigerated,imo,75-100m,36471.5949,163068.578,34704.2508,5
2020,cargo.refrigerated,no_registry,100-125m,138.807696,928.527195,128.845833,1
2020,cargo.refrigerated,no_registry,125-150m,8192.13849,11918.6383,2971.30278,1
2020,cargo.refrigerated,no_registry,25-50m,19906.0365,84502.2999,23152.1881,43
2020,cargo.refrigerated,no_registry,50-75m,36335.0903,156663.755,45720.89,54
2020,cargo.refrigerated,no_registry,75-100m,2054.1705,1161.50669,1857.04056,3
2020,cargo.refrigerated,other_registry,100-125m,50110.3853,122198.557,26002.4786,3
2020,cargo.refrigerated,other_registry,125-150m,276842.17,724044.905,85977.6581,10
2020,cargo.refrigerated,other_registry,150-175m,97464.1026,206020.281,24310.9144,3
2020,cargo.refrigerated,other_registry,200-225m,59582.7315,81169.3141,8783.79583,1
2020,cargo.refrigerated,other_registry,225m+,70502.2451,128458.678,11732.3461,2
2020,cargo.refrigerated,other_registry,25-50m,26.1577012,658.810956,112.008333,1
2020,cargo.refrigerated,other_registry,50-75m,12428.5844,60924.3367,15823.775,3
2020,cargo.refrigerated,other_registry,75-100m,33248.663,120746.391,31211.125,4
2020,cargo.ro_ro,imo,0-25m,20309.6822,56143.4948,34265.4147,13
2020,cargo.ro_ro,imo,100-125m,370483.558,1473926.59,348145.116,53
2020,cargo.ro_ro,imo,125-150m,1208564.1,4638558.72,648856.633,86
2020,cargo.ro_ro,imo,150-175m,3017406.98,8864987.16,1020574.43,137
2020,cargo.ro_ro,imo,175-200m,4265972.72,12401592.5,1367307.48,180
2020,cargo.ro_ro,imo,200-225m,6429667.72,19836105.7,2049115.07,264
2020,cargo.ro_ro,imo,225m+,2252976.46,5732815.54,592836.396,86
2020,cargo.ro_ro,imo,25-50m,160995.922,472520.09,277077.754,65
2020,cargo.ro_ro,imo,50-75m,633024.116,2087496.64,989116.97,212
2020,cargo.ro_ro,imo,75-100m,269436.462,855655.435,384290.434,80
2020,cargo.ro_ro,no_registry,0-25m,15969.5898,18047.6217,34884.4969,15
2020,cargo.ro_ro,no_registry,100-125m,99696.1762,394604.679,114380.433,40
2020,cargo.ro_ro,no_registry,125-150m,352810.89,1066814.05,199264.477,58
2020,cargo.ro_ro,no_registry,150-175m,733743.384,2106345.56,228887.369,37
2020,cargo.ro_ro,no_registry,175-200m,934223.518,1978722.23,229119.519,41
2020,cargo.ro_ro,no_registry,200-225m,647221.458,1725282.59,188125.913,39
2020,cargo.ro_ro,no_registry,225m+,516594.64,1011093.2,111495.056,23
2020,cargo.ro_ro,no_registry,25-50m,729943.933,1337631.47,1148347.99,529
2020,cargo.ro_ro,no_registry,50-75m,668537.834,1716376.28,1003588.53,429
2020,cargo.ro_ro,no_registry,75-100m,175897.834,433719.644,241680.583,103
2020,cargo.ro_ro,other_registry,0-25m,6872.95298,24329.4103,13710.4106,4
2020,cargo.ro_ro,other_registry,100-125m,196407.535,780392.668,186676.63,25
2020,cargo.ro_ro,other_registry,125-150m,551583.772,1983352.63,275574.113,37
2020,cargo.ro_ro,other_registry,150-175m,1381275.21,3981728.49,443786.169,61
2020,cargo.ro_ro,other_registry,175-200m,2071301.69,6166612.85,730485.642,97
2020,cargo.ro_ro,other_registry,200-225m,3026216.01,9333999.5,979896.195,128
2020,cargo.ro_ro,other_registry,225m+,1242086.25,3221799.06,335195.452,48
2020,cargo.ro_ro,other_registry,25-50m,165274.687,450120.391,275507.101,62
2020,cargo.ro_ro,other_registry,50-75m,329774.871,1120413.75,506926.969,108
2020,cargo.ro_ro,other_registry,75-100m,81829.418,291731.296,120235.721,29
2020,container_reefer,imo,125-150m,350748.077,992400.945,92442.2606,14
2020,container_reefer,imo,150-175m,1305734,3211432.27,295834.563,39
2020,container_reefer,imo,175-200m,431306.504,1028639.55,87134.3458,10
2020,container_reefer,imo,200-225m,51830.7755,88019.0515,8774.03333,1
2020,container_reefer,other_registry,125-150m,192223.075,540054.864,56035.81,8
2020,container_reefer,other_registry,150-175m,498775.466,1282160.34,115235.567,17
2020,container_reefer,other_registry,175-200m,178090.745,429387.615,34372.4117,4
2020,dive_vessel,imo,100-125m,97661.1281,303452.675,238211.782,31
2020,dive_vessel,imo,125-150m,56922.4384,158142.866,109274.848,14
2020,dive_vessel,imo,25-50m,7300.53313,7801.11299,51202.0742,7
2020,dive_vessel,imo,50-75m,23775.8264,84875.6075,114628.424,17
2020,dive_vessel,imo,75-100m,243013.273,805965.969,903619.009,129
2020,dive_vessel,no_registry,100-125m,37582.0247,109031.356,87945.6475,12
2020,dive_vessel,no_registry,125-150m,8849.96198,28874.8618,5556.94472,1
2020,dive_vessel,no_registry,150-175m,5509.97896,15415.9175,14792.0986,2
2020,dive_vessel,no_registry,25-50m,1520.20707,2488.9469,8830.54361,2
2020,dive_vessel,no_registry,50-75m,10950.4079,47777.9938,52346.4789,11
2020,dive_vessel,no_registry,75-100m,75653.2881,245760.346,263084.274,39
2020,dive_vessel,other_registry,100-125m,49326.2467,124109.519,152802.754,20
2020,dive_vessel,other_registry,125-150m,20324.4363,50458.2473,44456.1108,8
2020,dive_vessel,other_registry,150-175m,10227.9117,23194.9014,17568.1322,2
2020,dive_vessel,other_registry,50-75m,17669.2678,69802.1282,80716.6254,12
2020,dive_vessel,other_registry,75-100m,101833.062,276362.429,414886.848,59
2020,dredge_fishing,imo,0-25m,5112.17324,107830.063,121110.474,79
2020,dredge_fishing,imo,25-50m,65090.9536,203285.098,320862.516,54
2020,dredge_fishing,no_registry,0-25m,3827.91707,35426.3188,79074.7111,36
2020,dredge_fishing,no_registry,25-50m,18790.1023,62456.1278,98183.6792,15
2020,dredge_fishing,other_registry,0-25m,4298.66235,47725.5775,54148.8597,34
2020,dredge_fishing,other_registry,25-50m,62522.2475,197555.453,268541.138,41
2020,dredge_non_fishing,imo,0-25m,2414.70094,18917.6124,30652.9119,6
2020,dredge_non_fishing,imo,100-125m,214437.755,1161640.04,501916.766,80
2020,dredge_non_fishing,imo,125-150m,265551.961,1007009.23,352504.75,43
2020,dredge_non_fishing,imo,150-175m,100886.848,294547.316,107944.937,14
2020,dredge_non_fishing,imo,175-200m,19455.7275,45286.3398,30485.3036,5
2020,dredge_non_fishing,imo,200-225m,3442.59183,9926.18992,8566.35222,1
2020,dredge_non_fishing,imo,225m+,9441.6225,32536.4184,8412.88917,1
2020,dredge_non_fishing,imo,25-50m,73745.3331,318484.865,514910.728,88
2020,dredge_non_fishing,imo,50-75m,170913.608,797349.241,1151405.73,208
2020,dredge_non_fishing,imo,75-100m,312049.074,1915933.86,1200858.24,177
2020,dredge_non_fishing,no_registry,0-25m,7750.06827,45107.0372,69522.2292,28
2020,dredge_non_fishing,no_registry,100-125m,52542.7129,326040.911,177590.277,40
2020,dredge_non_fishing,no_registry,125-150m,23948.4498,96170.1987,46728.7722,11
2020,dredge_non_fishing,no_registry,150-175m,6195.418,16124.8226,18627.0861,5
2020,dredge_non_fishing,no_registry,175-200m,424.119087,2203.92337,2539.6425,1
2020,dredge_non_fishing,no_registry,25-50m,173445.257,505709.877,1294716.28,292
2020,dredge_non_fishing,no_registry,50-75m,443732.567,1386615.2,3123673.04,779
2020,dredge_non_fishing,no_registry,75-100m,205968.292,571095.338,1371895.84,320
2020,dredge_non_fishing,other_registry,0-25m,352.454601,1560.2567,2470.98194,2
2020,dredge_non_fishing,other_registry,100-125m,90153.5126,472599.889,206691.014,29
2020,dredge_non_fishing,other_registry,125-150m,79100.3498,319334.766,97254.6042,12
2020,dredge_non_fishing,other_registry,150-175m,82319.1988,302234.216,86674.3586,11
2020,dredge_non_fishing,other_registry,175-200m,11322.4491,27291.8039,8783.97556,1
2020,dredge_non_fishing,other_registry,225m+,13223.2264,38858.6936,16663.3683,2
2020,dredge_non_fishing,other_registry,25-50m,41816.069,206193.157,311171.628,50
2020,dredge_non_fishing,other_registry,50-75m,79346.5894,373994.362,522945.642,92
2020,dredge_non_fishing,other_registry,75-100m,142258.558,882296.359,536360.143,86
2020,drifting_longlines,imo,0-25m,336114.716,10382020.3,3179472.76,902
2020,drifting_longlines,imo,100-125m,10.8051427,251.959874,164.894167,1
2020,drifting_longlines,imo,125-150m,3020.66492,46699.8452,7221.86528,1
2020,drifting_longlines,imo,150-175m,24812.3645,548506.356,83017.8144,13
2020,drifting_longlines,imo,175-200m,4154.36035,100050.529,15585.6681,2
2020,drifting_longlines,imo,200-225m,2206.09773,44174.0903,7731.38472,2
2020,drifting_longlines,imo,225m+,2190.71483,57886.3221,7783.19917,1
2020,drifting_longlines,imo,25-50m,787163.719,20509857.7,4619028.69,888
2020,drifting_longlines,imo,50-75m,602075.419,12220949.7,2255839.87,343
2020,drifting_longlines,imo,75-100m,90.8355686,7239.43894,2415.90389,3
2020,drifting_longlines,no_registry,0-25m,185173.975,5104793.91,2175677.77,2656
2020,drifting_longlines,no_registry,25-50m,123601.253,2162851.53,714963.893,703
2020,drifting_longlines,no_registry,50-75m,23855.0695,412124.278,114214.333,105
2020,drifting_longlines,no_registry,75-100m,118.41749,696.049868,339.862778,2
2020,drifting_longlines,other_registry,0-25m,161068.466,4762463.54,1508475.35,417
2020,drifting_longlines,other_registry,125-150m,4139.7741,91953.3414,14716.3622,2
2020,drifting_longlines,other_registry,150-175m,3318.26617,77627.4038,11138.4547,2
2020,drifting_longlines,other_registry,175-200m,2316.84346,59696.6811,8663.27222,1
2020,drifting_longlines,other_registry,200-225m,4993.86708,80693.8891,12956.93,2
2020,drifting_longlines,other_registry,25-50m,383002.547,9760793.48,2233487.05,468
2020,drifting_longlines,other_registry,50-75m,235074.742,4704867.69,874035.734,141
2020,drifting_longlines,other_registry,75-100m,141.053924,15866.8931,4238.865,2
2020,driftnets,imo,0-25m,2203.0751,25019.1516,18006.3753,14
2020,driftnets,imo,25-50m,3953.66498,35953.9838,16497.0253,18
2020,driftnets,imo,50-75m,706.780369,3286.50246,2026.50361,2
2020,driftnets,no_registry,0-25m,521372.348,6554115.31,4848357.64,4857
2020,driftnets,no_registry,100-125m,195.709356,1414.94952,514.868056,3
2020,driftnets,no_registry,25-50m,1397652.65,8245647,6244203.72,7231
2020,driftnets,no_registry,50-75m,49609.5212,310515.49,172006.421,438
2020,driftnets,no_registry,75-100m,4442.82451,24923.6222,15655.2636,45
2020,driftnets,other_registry,0-25m,3099.49731,63081.0806,34220.5597,16
2020,driftnets,other_registry,25-50m,3099.55299,26830.2953,12279.4558,10
2020,fish_factory,imo,125-150m,1704.85789,20032.363,8704.73111,1
2020,other_fishing,imo,0-25m,481.827688,11288.1097,8806.42944,25
2020,other_fishing,imo,25-50m,57.4314711,883.628832,1117.79556,1
2020,other_fishing,no_registry,0-25m,551.786856,10529.3096,9270.31878,59
2020,other_fishing,no_registry,25-50m,237.685691,2781.62631,2628.94889,16
2020,other_fishing,other_registry,0-25m,720.088688,13182.0396,11823.7316,15
2020,other_fishing,other_registry,25-50m,79.5349683,1631.85099,1403.05972,2
2020,other_not_fishing,imo,0-25m,4427.3356,5878.63578,25211.6792,4
2020,other_not_fishing,imo,100-125m,146357.102,193967.663,635631.649,87
2020,other_not_fishing,imo,125-150m,87751.2774,135285.715,281747.669,39
2020,other_not_fishing,imo,150-175m,95385.7166,111048.326,98197.745,14
2020,other_not_fishing,imo,175-200m,17276.6745,27520.4386,46143.933900000004,7
2020,other_not_fishing,imo,200-225m,3066.14273,1367.93155,17568.3675,2
2020,other_not_fishing,imo,225m+,6092.62161,2666.33509,31755.9903,4
2020,other_not_fishing,imo,25-50m,44389.9508,32733.448,258268.65,50
2020,other_not_fishing,imo,50-75m,113636.081,65370.6606,663606.995,108
2020,other_not_fishing,imo,75-100m,167502.446,129717.223,932775.297,150
2020,other_not_fishing,no_registry,100-125m,47985.9274,51281.6624,250246.745,49
2020,other_not_fishing,no_registry,125-150m,18934.3099,34378.6161,73956.3889,12
2020,other_not_fishing,no_registry,150-175m,3072.44047,1123.11429,18170.9889,3
2020,other_not_fishing,no_registry,175-200m,8870.54648,2761.98037,52666.2019,11
2020,other_not_fishing,no_registry,200-225m,21937.8985,1087.1325200000001,130413.144,20
2020,other_not_fishing,no_registry,225m+,1165.296,54.4154165,6951.80694,2
